รหัสสินค้า,ชื่อสินค้า,  ราคา  
1501/4,SOFTEAR 5ml ซอฟเทียร์ (hypromellose) (ก.1ขวด), 34.50 
489,SOFTIP ไม้พันสำลี ซอง100ก้าน Size L (ซอง), 13.00 
487,SOFTIP ไม้พันสำลี ซอง100ก้าน Size M (ซอง), 12.50 
486,SOFTIP ไม้พันสำลี ซอง100ก้าน Size S (ซอง), 11.70 
787,SOLMAX 500mg 1x10s มีโปรซื้อเยอะ **ขึ้น40 (ก.1แผง), 36.50 
1794,SOLMAX FORTE 60ml **ขึ้น67 (ก.1ขวด), 61.50 
1795,SOLMAX KIDS 60ml **ขึ้น61 (ขวด), 56.00 
1558,SOLUFEN 400 1x10s มีโปรซื้อเยอะ **ขึ้น48 (ก.1แผง), 42.75 
1288/2,SONAP 275mg 10x10s (ก.10แผง), 173.00 
1288/5,SONAP 275mg 500s เม็ดรีฟ้า (กระปุก), 785.00 
1288/3,SONAP FORTE 550mg 10x10s (ก.10แผง), 299.00 
1526/25,SONERIPER M 50mg 25x10s **ขายขาด *ใหม่ 116บ (ก.25แผง), 88.00 
1229,SOPROXEN 275mg 10x10s **ราคาพิเศษ** (ก.10แผง), 174.00 
403/8,SORIVATE CREAM 15g (ก.1หลอด), 29.50 
1564/3,SOS ALCOHOL PAD 3.8x8.3cm 20ซอง มีโปรซื้อเยอะ (ก.20ซอง), 20.00 
3525/2,SOS COOLING GEL PATCH KITTY BABY 4x9cm แผ่นเจลลดไข้ เปลี่ยนสี (ก.4แผ่น), 57.25 
1667/19,SOS Non-contact Infrared Thermometer Kitty รุ่น FT-F32 (ก.1อัน), 695.00 
3525/1,SOS PLUS COOLING GEL PATCH 5x12cm แผ่นเจลลดไข้ เปลี่ยนสี (ก.4แผ่น), 66.00 
1321/3,SOS PLUS P1 KTM01 PE PLASTER พลาสเตอร์PEปิดแผล HELLO KITTY 1.9x7.2cmx8ชิ้น บ ขาด (ก.8ชิ้น), 12.50 
1321/16,SOS PLUS P1 KTM02 PE PLASTER พลาสเตอร์PEปิดแผล HELLO KITTY 1.9x7.2cmx8ชิ้น บ ขาด (ก.8ชิ้น), 12.50 
132403,SOS PLUS เครื่องวัดความดันสอดแขวน รุ่น FT-C26-Y (ประกัน 7ปี) (เครื่อง)," 5,500.00 "
941010,SPACOVIN 40mg 10x10s (ก.10แผง), 98.00 
879/1,SPAMUS TABLETS 100x10s (เม็ดกลมฟ้า) (ก.100แผง), 555.00 
237/3,SPASCOPAN 500s ขาวกลม (กระปุก), 580.00 
941010/2,SPASVERINE 10x10s (ก.10แผง), 524.00 
237/2,SPATYL 10mg 1x10s (ก.1แผง), 24.25 
76/5,SPAXID 20x10s (ก.20แผง), 335.00 
2417/6,SPAZOL 100mg 25x4s (ก.25แผง)," 1,130.00 "
4001,SPECTRABAN SPF 50+ 20g (ก.1หลอด), 181.00 
1244,SPECTRIM SUSPENSION 60ml (เปลือย) (ขวด), 12.00 
2-386/2,SPEK MOUTH SPRAY COOL (กล่อง), 111.00 
2-603,SPORAXYL CREAM 15g (ก.1หลอด), 39.00 
2417/7,SPORNAR 100mg 10x10s (ก.10แผง), 481.00 
2417,SPORNAR 100mg 25x4s (ก.25แผง), 480.00 
3514,SPOROXYL 200mg 10x10s (ก.10แผง), 195.00 
1750/3,SRICHAND BARRIER BOOST Soothing Gel Cream 6x10ml (ก.6ซอง), 172.00 
1750/4,SRICHAND PDRN Gel Cream 6x10ml (ก.6ซอง), 172.00 
1750/1,SRICHAND Skin Moisture Burst Gel Cream 10ml (ก.6ซอง), 161.00 
1750/5,SRICHAND SUN Lotion 6x7ml (ก.6ซอง), 120.00 
1750/6,SRICHAND SUN Lotion กัดแดด เนื้อบาง 6x7ml (ก.6ซอง), 128.00 
1750/2,SRICHAND SUPER C Brightening Gel Cream 6x10ml (ก.6ซอง), 172.00 
1750/7,SRICHAND ตลับ ออริจินัล มาร์ก 3ตลับx20กรัม (แพค3ตลับ), 152.00 
1490-2/5,SSP AS C GRPAE VIT C 25mg 1000s (องุ่น) (กระปุก) (กระปุก), 93.00 
1490-2/3,SSP AS C ORANGE VIT C 25mg 1000s (ส้ม) (กระปุก) (กระปุก), 93.00 
1490-2/6,SSP AS C PINEAPPLE VIT C 25mg 1000s (สับปะรด) (กระปุก), 93.00 
1490-2/4,SSP AS C STRAWBERRY VIT C 25mg 1000s (สตรอเบอร์รี่) (กระปุก) (กระปุก), 95.00 
3827/8,S-SURE ตรวจตั้งครรภ์ (หยด) (ก.1ชุด), 11.25 
232/5,STARBUFEN 60ml *มีโปรซื้อเยอะ (ก.1ขวด), 19.00 
4333/2,STARCLAV 1000mg 2x7s (ก.2แผง), 128.75 
4333/14,STARCLAV 625mg 2x10s (ก.2แผง), 198.00 
869/3,STARDA-BE CREAM 15g (ก.1หลอด), 36.25 
869/4,STARDA-BE CREAM 25g (ก.1หลอด), 52.00 
869/2,STARDA-BE CREAM 5g (ก.1หลอด), 17.00 
99125/24,STAREN 25mg 1000s (เม็ดกลมม่วง) (กระปุก), 272.00 
99125/18,STAREN 50mg 1000s (เม็ดกลมชมพูอมม่วง) (กระปุก), 359.00 
99125/21,STAREN 50mg 1000s (เม็ดกลมเหลือง) (กระปุก), 359.00 
99125/22,STAREN 50mg 100x10s (เม็ดกลมชมพูอมม่วง) (ก.100แผง), 542.00 
99125/23,STAREN 50mg 100x10s (เม็ดกลมเหลือง) (ก.100แผง), 542.00 
1526/1,STARGESIC 1x10s (เม็ดหกเหลี่ยมขาว) (ก.1แผง), 12.00 
1526/15,STARGESIC 50x10s (เม็ดหกเหลี่ยมขาว) (ก.50แผง), 335.00 
512-1/12,STARLEX-500 (เขียวอ่อน-เขียวแก่) 500s (กระปุก)," 1,350.00 "
4124/1,STARLONE LOTION 30ml (ก.1ขวด), 18.00 
4124/3,STARLONE LOTION 60ml (ก.1ขวด), 26.25 
1526/3,STARMOL PLUS 1000s (เขียวหกเหลี่ยม) (กระปุก), 535.00 
1526/4,STARMOL PLUS 100x10s (เม็ดหกเหลี่ยมเขียว) (กล่อง), 636.00 
512-1/5,STARMOX DRY SYRUP 125 (มีกล่องรสสตอเบอรี่) (ก.1ขวด), 19.75 
512-1/4,STARMOX DRY SYRUP 125 (มีกล่องรสส้ม) (ก.1ขวด), 19.75 
512-1/6,STARMOX DRY SYRUP 125 (มีกล่องรสองุ่น) (ก.1ขวด), 19.75 
512-1/3,STARMOX FORTE DRY SYRUP 250 (มีกล่องรสส้ม) (ก.1ขวด), 27.00 
512-1/7,STARMOX tab 250mg (เม็ดตอกขาว) 1000s (กระปุก), 990.00 
512-1/8,STARMOX tab 500mg (เม็ดตอกขาว) 500s (กระปุก), 950.00 
4288/8,STARTEC SYRUP 100ml เจ็ดดาว (ก.1ขวด), 42.00 
4288/9,STARTEC SYRUP 60ml เจ็ดดาว (ก.1ขวด), 24.25 
1800/10,STARTER KIT FLUSH ชุดอุปกรณ์ล้างจมูก+เกลือ14ซอง (ก.1ชุด), 152.00 
8212/2,STARTRIL-S 1500 10ซอง (กลิ่นส้ม) (ก.10ซอง), 72.00 
8212/1,STARTRIL-S 1500 30ซอง (กลิ่นส้ม) (ก.30ซอง), 230.00 
4188/6,S-TEC SYRUP 60ml เปลือย (ขวด), 15.00 
4188/5,S-TEC SYRUP 60ml มีกล่อง (ก.1ขวด), 21.50 
4188/3,S-TEC TABLETS 1X10s (cetirizine) มีโปรซื้อเยอะ (ก.1แผง), 7.70 
3278/16,STEI 16mg 1x10s (ก.1แผง), 28.50 
3278/3,STEI 24mg 10x10s (ก.10แผง), 385.00 
242-1/13,STERCIA-5 5mg 3x10s (ก.3แผง), 382.00 
2489,STERI-DRESS สเตอริ-เดรส (ชุดทำแผล) กล่อง12ชุด (กล่อง) (ก.12ชุด), 172.00 
2286,Sterile eye pad ผ้าปิดตา ก.25ชิ้น (กล่อง) (ก.25ชิ้น), 117.00 
242-1/12,STERZAR 1mg 4x7s (ก.4แผง), 249.00 
3827/7,S-TEST ตรวจตั้งครรภ์ (จุ่ม) (ก.1ชุด), 7.25 
879/3,S-TOLZEN 50mg 50x10s (กล่อง), 327.00 
3693/3,STOMAHESIVE PASTE 56.7g Convatec กาวติดแป้น (ก.1หลอด), 269.00 
3501,STREPSILS CHESTY COUGH 1x8s มีโปรซื้อเยอะ (ซอง), 49.25 
3502,STREPSILS CHESTY COUGH LOZENGE 2x12s มีโปรซื้อเยอะ **ใหม่93.25 (ก.2แผง), 93.00 
2543,STREPSILS CITRUS LEMON SUGAR FREE 24x6s (ก.24ซอง), 545.00 
2540/1,STREPSILS CITRUS LEMON SUGAR FREE 2x8s (ก.2แผง), 83.25 
1263/1,STREPSILS COOL 2x12s (ก.2แผง), 83.25 
1259,STREPSILS COOL HHR 24x8s (ก.24ซอง), 545.00 
4038,STREPSILS DRY COUGH 1x8s ซื้อเยอะ **ขึ้น50 (ซอง), 49.25 
1264/1,STREPSILS HONEY&LEMON 2x12s **ขึ้น84 (ก.2แผง), 80.00 
1260,STREPSILS HONEY&LEMON HHR 24x8s (ก.24ซอง), 545.00 
2540-1,STREPSILS MAXIPLUZZ 24x6s (ก.24ซอง)," 1,252.00 "
3170/1,STREPSILS MAXIPLUZZ สเตร็ปซิล แม็กซี่-พลัส 16s **ขึ้น101 (ตลับ), 99.50 
2541,STREPSILS MAXPRO 24x8s (ก.24ซอง)," 1,666.00 "
2541/1,STREPSILS MAXPRO 2x8s **ขึ้น130 (ก.2แผง), 128.00 
2542/1,STREPSILS MAXPRO DIRECT SPRAY 15ml (ก.1ขวด), 185.00 
1262/1,STREPSILS ORANGE+VITAMIN C 2x12s (ก.2แผง), 83.25 
1258,STREPSILS ORANGE+VITAMIN C HHR 24x8s (ก.24ซอง), 545.00 
1265/1,STREPSILS ORIGINAL 2x12s (ก.2แผง), 83.25 
1261,STREPSILS ORIGINAL HHR 24x8s (ก.24ซอง), 540.00 
2729,STREPSILS THROAT IRRITATION & COUGH 24x8s (ก.24ซอง)," 1,177.00 "
2729/1,STREPSILS THROAT IRRITATION & COUGH 2x12s (ก.2แผง), 91.50 
1269,STUGERON 25mg 3x10s (ก.3แผง), 86.00 
2686/1,STUGIN 50x10s (ก.50แผง), 194.00 
819/1,SUBSYDE-CR 100mg 2x10s (ก.2แผง), 100.00 
1419/2,SUCRAFEN 1g 25x10s (ก.25แผง)," 1,296.00 "
13620/5,Suction Catheters สายดูดเสมหะ SK MAX 4.0mmx50cm 12FR ขาว (เส้น) (เส้น), 4.00 
13620/6,Suction Catheters สายดูดเสมหะ SK MAX 4.7mmx50cm 14FR เขียว (เส้น) (เส้น), 4.00 
13620/7,Suction Catheters สายดูดเสมหะ SK MAX 5.3mmx50cm 16FR ส้ม (เส้น) (เส้น), 4.00 
1754/2,SUDOCREM 125g (กระปุก), 271.00 
1754/4,SUDOCREM MOISTURIZING CREAM 10g (กระปุก), 102.00 
1754/3,SUDOCREM NATURALS NAPPY CREAM 30g (ก.1หลอด), 271.00 
811,SUGRIL 5mg 10x10s (ก.10แผง), 74.00 
1244/1,SULFOMETH SUSPENSION 60ml (เปลือย) (ขวด), 12.75 
3228,"SULTRIM NL 1000s เม็ดขาวรี ซัลตริม [SFM,TMP] (กระปุก)", 375.00 
801/1,SUMIGRAN 50mg 1x6s [ชุมชน] มีโปรซื้อเยอะ (ก.1แผง), 62.00 
1108/1,SUNOLUT TABLET 5mg 10x10s บ ขาด (ก.10แผง), 305.00 
1803/4,SUPENAC 200mg 50ซอง (รสส้ม) (ก.50ซอง), 172.00 
2452/7,SUPIROCIN CREAM 15g (mupirocin) (ก.1หลอด), 91.25 
2452/5,SUPIROCIN CREAM 5g exp รอlotใหม่ (ก.1หลอด), 42.75 
3361/2,SUPPORT พยุงหลัง #2XL 42-46นิ้ว [Triple-D] เข็มขัด รัดเอว (ก.1ชิ้น), 360.00 
3361/4,SUPPORT พยุงหลัง #3XL 48-54นิ้ว [Triple-D] เข็มขัด รัดเอว (ก.1ชิ้น), 360.00 
3361/10,SUPPORT พยุงหลัง size 3XL 48-54นิ้ว [VITAL] เข็มขัด รัดเอว (ก.1ชิ้น), 360.00 
337/2,SUPPORT พยุงหลัง size L 30-36นิ้ว [Triple-D] เข็มขัด รัดเอว (ก.1ชิ้น), 360.00 
337/7,SUPPORT พยุงหลัง size L 30-36นิ้ว[VITAL] เข็มขัด รัดเอว (ก.1ชิ้น), 375.00 
336/2,SUPPORT พยุงหลัง size XL 36-42นิ้ว [Triple-D] เข็มขัด รัดเอว (ก.1ชิ้น), 360.00 
336/6,SUPPORT พยุงหลัง size XL 36-42นิ้ว [VITAL] เข็มขัด รัดเอว (ก.1ชิ้น), 375.00 
3361/6,SUPPORT พยุงหลัง size XXL 38-42นิ้ว [VITAL] รัดเอว (ก.1ชิ้น), 375.00 
337/5,SUPPORT พยุงหลังส่วนเอว size M 30-34นิ้ว [VITAL] เข็มขัด (ก.1ชิ้น), 375.00 
3595/5,SUPRALIP NT 145mg 3x10s (ก.3แผง), 655.00 
4068/5,SURBEX-ZINC 4x7s เซอร์เบค-ซิงค์ [abbott] (ก.4แผง), 275.00 
2367/4,SUROTIN 10mg 3x10s (ก.3แผง), 175.50 
2367/5,SUROTIN 20mg 3x10s (ก.3แผง), 177.00 
4092/14,SVOZ EYE DROP 0.5% 5ml (ก.1ขวด), 68.50 
1290,SYMBICORT turbuhaler 160/4.5 60dose (ก.1ขวด), 749.00 
1288,SYNFLEX 10x6s (ก.10แผง), 535.00 
3285/20,SYN-O-VITS 4L แกลลอน (แกลลอน), 425.00 
3285/7,SYN-O-VITS 60ml (ก.1ขวด), 24.00 
3285/16,SYN-O-VITS FORTE 120ml รส blueberry (ก.1ขวด), 111.00 
3285/17,SYN-O-VITS FORTE 15ml รส blueberry ขวดเปลือย (ก.1ขวด), 10.00 
24/13,SYN PRO FIBER 12000mg รสกีวี่-แอปเปิ้ล ตรา ซิสส์ 15gx10s (ก.10ซอง), 282.00 
10,SYRINGE 10cc (ก.100อัน) [NIPRO] (ก.100อัน), 229.00 
0010/1,SYRINGE 10ml ไม่มีเข็ม (ก.100ชุด) [เยโซเมด] (ก.100ชุด), 179.00 
20,SYRINGE 20cc (ก.50อัน)[NIPRO] (ก.50อัน), 202.00 
0020/1,SYRINGE 20ml ไม่มีเข็ม (ก.50ชุด) [เยโซเมด] **ใหม่194 (ก.50ชุด), 175.00 
3,SYRINGE 3cc (ก.100อัน) [NIPRO] (ก.100อัน), 132.00 
003/1,SYRINGE 3ml ไม่มีเข็ม (ก.100ชุด) [เยโซเมด] (ก.100ชุด), 115.00 
50,SYRINGE 50cc [NIPRO] หัวกลาง (ก.30อัน) (ก.30อัน), 362.00 
050/1,SYRINGE 50cc [NIPRO] หัวข้าง (ก.30อัน) (ก.30อัน), 329.00 
5,SYRINGE 5cc (ก.100อัน)[NIPRO] (ก.100อัน), 155.00 
005/1,SYRINGE 5cc ไม่มีเข็ม (ก.100ชุด) [เยโซเมด] (ก.100อัน), 120.00 
07943/1,SYSTANE COMPLETE EYE DROPS 5ml ม่วง (ก.1ขวด), 227.00 
7943,SYSTANE ULTRA EYE DROPS 10ml (ก.1ขวด), 150.00 
421/1,SYSTANE ULTRA (MDPF) preservative-free 10ml เขียว (ก.1ขวด), 296.00 
421,SYSTANE ULTRA (UD) 28หลอดx0.5ml (กล่อง), 316.00 
1297,SYSTRAL CREAM 10g (ก.1หลอด), 31.50 
1296,SYSTRAL CREAM 25g (ก.1หลอด), 69.00 
1535/20,SYTREX 1x10s (ก.1แผง), 11.25 
61/6,T1 2.5x5.6ซม [SOS DINO] พลาสเตอร์ใส ปิดแผล กันน้ำ 6ชิ้น PLASTER (ก.10ซอง) (ก.10ซอง), 142.00 
61/10,T1 2.5x5.6ซม [SOS KTP02 KITTY] พลาสเตอร์ใส ปิดแผล กันน้ำ 6ชิ้น PLASTER คิดตี้ (ก.6แผ่น) (ก.6แผ่น), 20.00 
61,T1 2.5x5.6ซม พลาสเตอร์ กันน้ำ SOS 32บ (แพค10กล่อง) (ก.10แผ่น), 19.60 
61/1,T1 2.5x5ซม [SOS minions] MP01 พลาสเตอร์ใส ปิดแผล กันน้ำ 6ชิ้น Plaster มินเนี่ยน ขาด (ก.6แผ่น), 20.00 
61/11,T1 2.5x5ซม [SOS minions] MP02 พลาสเตอร์ใส ปิดแผล กันน้ำ 6ชิ้น Plaster (กล่อง) (ก.6แผ่น), 20.00 
62,T2 6x7ซม พลาสเตอร์ กันน้ำ SOS 36บ (แพค10กล่อง) (ก.3แผ่น), 25.25 
62/2,T2x2 พลาสเตอร์ กันน้ำ SOS 8x8cm 3แผ่น (แพค10กล่อง) (ก.3แผ่น), 30.00 
63,T3 6x10ซม พลาสเตอร์ กันน้ำ SOS 45บ (แพค10กล่อง) (ก.2แผ่น), 28.00 
63/1,T3x3 พลาสเตอร์ กันน้ำ SOS 12x12cm 2แผ่น (แพค10กล่อง) (ก.2แผ่น), 35.50 
64,T4 10x25ซม พลาสเตอร์ กันน้ำ SOS (กล่อง) (ก.2แผ่น), 77.50 
3234/3,TACINOL CREAM 0.02% 15g (ก.1หลอด), 23.25 
3232/3,TACINOL CREAM 0.1% 15g (ก.1หลอด), 24.50 
221/3,TACINOL LOTION 0.1% 60ml (ก.1ขวด), 33.25 
1382/1,TACINOL ORAL PASTE 1gx20ซอง (ก.20ซอง), 153.00 
2417/3,TACOROL 100mg 25x4s (ก.25แผง), 425.00 
3234,T.A. CREAM 0.02% 15g (ก.1หลอด), 19.00 
3233,T.A. CREAM 0.02% 5g (ก.1หลอด), 12.50 
3232,T.A. CREAM 0.1% 15g (ก.1หลอด), 19.00 
3232/1,T.A. CREAM 0.1% 500g (กระปุก), 236.00 
3231,T.A. CREAM 0.1% 5g (ก.1หลอด), 12.50 
221/1,T.A. Lotion 0.1% 30ml สหแพทย์ (ก.1ขวด), 19.25 
2-232,TANAKAN 2x15s **ราคาพิเศษ** (ก.2แผง), 215.00 
3923,TANDERON 500s กลมชมพู (กระปุก), 315.00 
690,TANZARIL 100mg 3x10s (ก.3แผง), 119.85 
689,TANZARIL 50mg 3x10s (ก.3แผง), 66.75 
1291,TAPAZOLE 5mg 100s (ขวด), 193.00 
3805,TARA-PLUS CREAM 15g (ก.1หลอด), 33.25 
4149/1,TARATEN CREAM 15g (ก.1หลอด), 23.50 
1199/2,TAR Body Wash 120ml กลิ่นLAVENDER (ขวด), 127.50 
1199/4,TAR Body Wash ขวดปั้ม 250ml กลิ่นLAVENDER (ขวด), 206.00 
4092/8,TARIVID OPHTHALMIC OINTMENT 0.3% 3.5g (ก.1หลอด), 167.00 
902,TARJENA INJECTION 50ampx3ml (กล่อง), 192.00 
1199/1,TAR SHAMPOO 120ml (กลิ่นซีตรัส) (ขวด), 104.00 
2134,TAUGLICOLO 10x10s (ก.10แผง), 124.00 
2134/1,TAUGLICOLO 50ml รสผลไม้รวม (ก.1ขวด), 45.00 
2-386/1,TAVIPEC 3x10s [SPIKE LAVENDER OIL] (กล่อง), 181.00 
1308,TC-MYCIN 250mg 1x10s (ก.1แผง), 23.20 
1304,TC-MYCIN 500mg 1x10s (ก.1แผง), 37.00 
1307,TC-MYCIN OINTMENT 10g (ก.1หลอด), 18.25 
3676/5,TEAR MAC 10ml สูตร cellufresh **ขายขาด** (ก.1ขวด), 77.00 
3676/4,TEAR MAC SD 30หลอดx0.4ml [สูตร cellufresh] (ก.30หลอด), 169.00 
1306,TEARS NATURALE FREE 32sx0.8ml (ก.32หลอด), 324.00 
1309,TEARS NATURALE II 15ml (ก.1ขวด), 120.50 
2741/1,TEBONIN FORTE 120mg 2x15s (ก.2แผง), 733.00 
2961/1,TEDIUM CAPSULES 10x10s (แคปซุลเขียวเข้ม-อ่อน) (ก.10แผง), 36.00 
3350,TEGADERM 3M เล็ก 10ซอง*3ชิ้น [A1] ทีก้าเดิร์ม (ซอง) (ซอง), 30.00 
2070,TELFAST 180mg 1x10s (ก.1แผง), 215.00 
2071,TELFAST 60mg 1x10s (ก.1แผง), 83.50 
2-823/3,TELFAST ORAL SUSPENSION 60ml (ก.1ขวด), 129.00 
4253,TELLUS-5 MOIST OINTMENT 20g (ก.1หลอด), 60.00 
1314,TEMPRA DROPS SYRUP 15ml (องุ่น) (ก.1ขวด), 37.50 
1316/6,TEMPRA FIZZ เม็ดฟู่ 500mg (รสส้ม) 3x4s (ก.12เม็ด), 75.00 
1316,TEMPRA FORTE SYRUP 60ml (รสสตอเบอรี่) (ก.1ขวด), 44.75 
1316/1,TEMPRA FORTE SYRUP 60ml (ส้ม) (ก.1ขวด), 44.75 
1315,TEMPRA KIDS SYRUP 60ml (สตอเบอรี่) (ก.1ขวด), 37.75 
4228/12,TENAX 20mg 10x10s (ก.10แผง), 209.00 
457/2,TENOSALIC OINTMENT 15g (ก.1หลอด), 43.75 
458/1,TENOSALIC OINTMENT 5g (ก.1หลอด), 16.75 
1734/3,Teotape 1นิ้วx10หลา (กระบอก12ม้วน) [NEOTAPE] (กระบอก), 370.00 
1732/3,Teotape 2นิ้วx10หลา (กระบอก6ม้วน) [NEOTAPE] ลัง กระบอก (กระบอก), 370.00 
1735/2,Teotape กล่องเดี่ยว 2นิ้วx10หลา แพค6กล่อง แบ่งขาย (ก.1ม้วน), 68.50 
9997/11,TE-OTICLEAN : Ear & Skin Cleanser ทำความสะอาดหู-กำจัดไรหู 115ml (ก.1ขวด), 199.00 
512-1/9,TEPLEXIN tab 250mg (เม็ดตอกขาวกลม) 500s (กระปุก), 990.00 
512-1/10,TEPLEXIN tab 500mg (เม็ดตอกขาวกลม) 500s (กระปุก)," 1,490.00 "
9997/10,TEP-PLUS : Ear & Skin Cleanser ทำความสะอาดหู-กำจัดไรหู 115ml (ก.1ขวด), 272.00 
9997/12,TEP-PLUS : Ear & Skin Cleanser ทำความสะอาดหู-กำจัดไรหู 30ml (ขวด), 147.00 
135,TEPTHAI ORIGINAL เทพไทย ยาสีฟันสมุนไพร รส ดั้งเดิม 70g (ก.1หลอด), 79.00 
529/1,TERACORTE CREAM 15g (ก.1ขวด), 58.00 
5130/2,TERBU EXPECTORANT 60ml [ชุมชน] (ก.1ขวด), 23.75 
1780,TERBUTALINE 1000s (กระปุก), 153.00 
1334/2,TERBUTALINE SULFATE INJ ยาฉีด 0.5mg/1ml 50amp (กล่อง), 575.00 
1334,TERBUTALINE TABLETS 100x10s (ก.100แผง), 188.00 
3002/99,TERCO-D 500s (กระปุก), 402.00 
3002/1,TERCO-D 50x10s (ก.50แผง), 430.00 
1330/1,TERRAMYCIN 3.5g เปลือย (หลอด), 25.50 
1330,TERRAMYCIN 3.5g มีกล่อง แถบชมพู **ขึ้น39.5 (ก.1หลอด), 38.25 
1829,TESTOS 40mg 3x10s มีโปรซื้อเยอะ (ก.3แผง), 315.00 
1335,TETRACYCLINE 250mg 1000s (ดำแดง) AU (กระปุก), 480.00 
1339,TETRACYCLINE CAPSULES 250mg 1000s HK (ดำแดง) (กระปุก), 475.00 
1338,TETRACYCLINE HYDROCHLORIDE CAPSULES 250mg 1000s (ส้มเหลือง) (กระปุก), 476.00 
1339/1,TETRASIN 250mg 1000s (ดำแดง) SSP (กระปุก), 470.00 
2-369/2,THERASORB ALGI PLUS HYDROPHILIC DRESSING 10x10x0.5cm บ ขาด (แผ่น), 90.00 
3247,THERMAPLAS เทอร์ม่าพลาส 165บ ก.5แผ่น (กล่อง) (ก.5แผ่น), 131.50 
3247/2,THERMAPLAS เทอร์ม่าพลาส ลดอาการปวดบ่า ซอง3แผ่น **ราคาพิเศษ** (กล่อง3แผ่น), 90.00 
3247/1,THERMAPLAS เทอร์ม่าพลาส ลดอาการปวดประจำเดือน ซอง3แผ่น **ราคาพิเศษ** (ซอง3แผ่น), 70.00 
2017/35,THIAMINE VITAMIN B1 ROTA (รูปสามเหลี่ยมชมพูเคลือบ) 1000s (กระปุก), 245.00 
1794/2,THROATSIL-CBS 100 60ml (รสราสเบอร์รี่) (ก.1ขวด), 16.50 
1794/1,THROATSIL-CBS 250 60ml (รสราสเบอร์รี่) (ก.1ขวด), 18.50 
4424,THROATSIL HONEY & LEMON 24ซองx8s (กล่อง), 294.00 
4415,THROATSIL ORANGE+VIT C 24ซองx8s (ก.24ซอง), 294.00 
4414/1,THROATSIL PLUS 24x8s (รสเมนทอล) (ก.24ซอง), 355.00 
1349,TIFFY DEY 25x4s *ใหม่205 (ก.25แผง), 191.50 
491,TIFFY DEY SYRUP 30ml (ก.1ขวด), 20.00 
1348,TIFFY DEY SYRUP 60ml (ก.1ขวด), 31.50 
2718/1,TIFFYRUB 20g (ขวด), 46.50 
2719,TIFFYRUB 40g (ขวด), 76.00 
2717,TIFFYRUB 6g (ตลับ), 16.50 
51/2,TIGER BALM LOTION 80ml (ก.1ขวด) (ก.1ขวด), 142.00 
1717,TIGER BALM OINTMENT-HR ยาหม่องตราเสือ เอชอาร์ (ขาว) 10g (ก.1ขวด), 42.67 
1718,TIGER BALM OINTMENT-HR ยาหม่องตราเสือ เอชอาร์ (ขาว) 19.4g (ก.1ขวด), 59.17 
1714,TIGER BALM OINTMENT-HR ยาหม่องตราเสือ เอชอาร์ (ขาว) 30g (ก.1ขวด), 74.75 
1716,TIGER BALM OINTMENT-HR ยาหม่องตราเสือ เอชอาร์ (แดง) 10g (ก.1ขวด), 43.00 
1719,TIGER BALM OINTMENT-HR ยาหม่องตราเสือ เอชอาร์ (แดง) 19.4g (ก.1ขวด), 59.17 
1715,TIGER BALM OINTMENT-HR ยาหม่องตราเสือ เอชอาร์ (แดง) 30g (ก.1ขวด), 74.75 
1715/1,TIGER BALM SOFT12x25G กลิ่นลาเวนเดอร์ (ก.12ขวด), 884.00 
2374/3,TIGERPLAST Animal Kingdom พลาสเตอร์ ไทเกอร์พลาส 10x8ชิ้น (ก.10ซอง), 108.00 
1321/14,TIGERPLAST PLASTER 19x56mm พลาสเตอร์ (สีใส) 1x10s เทนโซพลาสติก (ซอง10ชิ้น), 9.00 
1391/8,TIGERPLAST WRIST EXTRA COMFORT SUPPORT พยุงข้อมือสปอร์ตปรับกระชับได้ ADJ (ก.1ชิ้น), 178.00 
1321/11,Tigerplast พลาสเตอร์ปิดแผล พลาสติก (สีใส) 300แผ่น Plaster (ก.300ชิ้น), 159.00 
1353/1,TIMAZOL 10x10s (ก.10แผง), 93.00 
8308,TIME ORAL ULCER PATCH 3x2s แผ่นแปะแผลร้อนใน (ก.6ชิ้น), 94.00 
1048,TIMI CREAM 15g (ก.1หลอด), 38.50 
1049,TIMI CREAM 5g (ก.1หลอด), 16.50 
8140/2,TIMO-MAC EYE DROPS STERILE 0.5% 5ml (timolol) (ก.1ขวด), 55.00 
1504/32,TINY CAP FISH OIL 500mg 30s (ขวด), 116.00 
2635/2,TIZINE SYRUP 60ml บ ขาด (ก.1ขวด), 12.50 
201/4,T.MAN-LAX 1000s (เม็ดกลมไข่ไก่) (กระปุก), 250.00 
201/5,T.MAN-LAX 100x10s (เม็ดกลมไข่ไก่) (ก.100แผง), 385.00 
2-863/1,T.MAN LOTION 30ml (ก.1ขวด), 22.00 
835/4,T.M.DAZOLE 25x4s (ก.25แผง), 142.00 
4205,TOBRADEX 5ml (ขวด), 129.50 
4205/1,TOBRADEX OINTMET 3.5g (ก.1หลอด), 91.50 
4204,TOBREX 5ml โปรดดูวัน exp (ก.1ขวด), 116.00 
2942,TOFAGO 1x10s (ก.1แผง), 23.00 
3446-1,TOFLEX 125 DRY (เปลือย) (ขวด), 23.25 
3442-1,TOFLEX 250 DRY (เปลีอย) (ขวด), 36.00 
3447,TOFLEX 500mg 10x10s (ก.10แผง), 247.00 
1787,TOLCHICINE 10x10s (ก.10แผง), 52.00 
879/5,TOLPER-S 50mg 25x10s (กล่อง), 125.00 
