รหัสสินค้า,ชื่อสินค้า,  ราคา  
353/2,AMOGIN OTC TAB อาโมจิน 1x10s มีโปรซื้อเยอะ (ก.1แผง), 10.50 
3117,AMOKSIKLAV SANDOZ 1000mg 1x10s *ใหม่119 (ก.1แผง), 112.00 
2-665/3,A-MOL SYRUP 120mg/5ml 60ml (paracetamol) รสสละ (ก.1ขวด), 45.25 
403/16,AM ORT 15g (clobetasol) แอมออร์ท มีโปรซื้อเยอะ (ก.1หลอด), 60.00 
403/17,AM ORT 5g (clobetasol) แอมออร์ท (ก.1หลอด), 29.25 
54,AMOXIL GSK 500mg 2x10s (ก.2แผง), 108.00 
902500/1,AMOXYCILLIN 500 50x10s (เม็ดชมพู-ขาว) *ใหม่598 (ก.50แผง), 524.00 
903500/7,AMOXYCILLIN-500 SSP 500s (เขียว-ฟ้า) (กระปุก), 455.00 
903500/15,AMOXYCILLIN 500 SSP 500s (ชมพู-ขาว) (amoxicillin) (กระปุก500s), 455.00 
903500/10,AMOXYCILLIN 500 SSP 50x10s (เขียว-ฟ้า) *ใหม่485 (ก.50แผง), 470.00 
903500/13,AMOXYCILLIN 500 SSP 50x10s (ชมพู-ขาว) (ก.50แผง), 470.00 
512/2,AMOXY M.H. FOR ORAL SUSPENSION 250 (เปลือยวนิลา-กล้วย) (ขวด), 23.75 
901500,AMOXY WS 500mg 25x10s (เหลือง-แดง) มีโปรซื้อเยอะ (ก.25แผง), 239.00 
14910/5,AMPAVIT INJECTIONS OR INFUSIONS 1000mcg 10x10ml บ ขาด (กล่อง), 34.25 
2248/2,AMPI-250 CAPSULES 50x10s (ดำ-แดง) (ก.50แผง), 470.00 
2248,AMPI-500 CAPSULE 500s (ดำ-แดง) (กระปุก), 715.00 
2248/1,AMPI-500 CAPSULES 50x10s (ดำ-แดง) (ก.50แผง), 760.00 
2248/4,AMPICILLIN-500 CAPSULE 500s [42] (กระปุก), 765.50 
2249-1,AMPICILLIN CAPSULE 500mg 25x10s AU (ก.25แผง), 310.00 
2248/3,AMPICILLIN CAPSULE 500mg AU 500s (ดำ-แดง) (กระปุก), 625.00 
2748/3,AMSEL AMINO BILBERRY EXTRACT PLUS 30s (ขวด), 244.00 
2748/4,AMSEL BIOTIN ZINC 30s (ขวด), 187.00 
2748/6,AMSEL CALCIUM L-THREONATE collagen typeII 60s (ขวด), 293.00 
2748/10,AMSEL FISH OIL mini cap เม็ดเล็ก 75s (ขวด), 205.00 
2748/1,AMSEL L-ARGININE 40s (ขวด), 132.00 
2748/2,AMSEL L-GLUTAMINE 800 30s (ขวด), 207.00 
2748/12,AMSEL MAGNESIUM BISGLYCINATE PLUS 30s ช่วยนอนหลับ (ขวด), 205.00 
2748/7,AMSEL MAGNESIUM PLUS 30s (ขวด), 152.00 
2748/8,AMSEL MULTI VIT PLUS 40s (ขวด), 208.00 
2748/11,AMSEL Vitamin C 500mg 30s (ขวด), 132.00 
2748/5,AMSEL ZINC 30s (ขวด) รหัส 2748/5 (ขวด), 116.00 
2-956,AMTA 500 HK 500s (กระปุก), 676.00 
2249/25,AMTA 500mg 25x10s (ก.25แผง), 359.00 
2249,AMTA 500mg 50x10s (ก.50แผง), 705.00 
1445,AMXOL 30mg 10x10s (ก.10แผง), 74.00 
1445/1,AMXOL SYRUP 30mg/5ml 60ml (ก.1ขวด), 17.25 
1082/3,ANALGIC-500 25x10s (ก.25แผง), 250.00 
1082/6,ANALGIC-500 50x10s แผงเปลือย (ก.50แผง), 450.00 
3061,ANAPRIL 20mg 10x10s (ก.10แผง), 97.00 
3062,ANAPRIL 5mg 10x10s (ก.10แผง), 57.75 
3061/2,ANAPRIL-S 20mg 10x10s **โฉมใหม่ (ก.10แผง), 97.00 
3062/3,ANAPRIL-S 5mg 10x10s **โฉมใหม่ (ก.10แผง), 57.75 
346/1,ANASIC BALM 25g (สูตรcounterpain warm) (ก.1หลอด), 21.50 
1800/4,ANB NASAL CONNECT จุกล้างจมูก (ก.1ชิ้น), 83.00 
551,ANDROCUR 50mg 50s (กล่อง)," 2,915.00 "
829/10,ANDRO I-HERB mouth spray 18ml (ก.1ขวด), 73.50 
3356/1,ANNOXEN-S 275mg 2x10s มีโปรซื้อเยอะ (ก.2แผง), 76.25 
1082/2,ANPUZZ 520 1x10s (ก.1แผง), 28.50 
76,ANTACIL 50x10s (ก.50แผง), 476.00 
74,ANTACIL GEL 1000ml (รสมิ้นท์) มี (ขวด), 140.00 
75,ANTACIL GEL 240ml (รสมิ้นท์) (ขวด), 39.75 
75/1,ANTACIL GEL 240ml (รสส้ม) (ขวด), 39.75 
77,ANTACIL GEL 450ml (รสมิ้นท์) (ขวด), 70.42 
76/6,ANTACIL PLUS 50x10s (ก.50แผง), 813.00 
2035/1,ANTAFIT 200mg 50x10s (ก.50แผง), 645.00 
2068,ANTAZALLERGE R EYE DROPS 10ml *มีโปรซื้อเยอะ (ก.1ขวด), 34.50 
3601/1,ANTENAC GEL [diclofenac] GPO 1% 30g มีโปรซื้อเยอะ (ก.1หลอด), 29.75 
2435,ANTERGAN CREAM 10g (ก.1หลอด), 24.50 
2435/1,ANTERGAN CREAM 25g (ก.1หลอด), 47.50 
349/8,ANTINOL CAT 60s (กล่อง)," 1,120.00 "
349/6,ANTINOL DOG 30s (กล่อง), 710.00 
349/7,ANTINOL DOG 60s (กล่อง)," 1,120.00 "
237/4,ANTISPA INJECTION 50x1ml *ใหม่462.50 (ก.50ขวด), 450.00 
07866/2,APIXABAN SANDOZ 2.5mg 6x10s (ก.6แผง)," 1,830.00 "
07866/3,APIXABAN SANDOZ 5mg 6x10s (ก.6แผง)," 1,842.00 "
07866/6,APIXA CCP 5mg 6x10s [ชุมชน] (ก.6แผง), 805.00 
7866,APOLETS 75mg 3x10s (ก.3แผง), 287.00 
81,APRACUR NC 1x6s (แผง6s), 7.04 
19831/1,AQUA MARIS baby nasal spray 50ml อควา มาริส เบบี้ (ขวด) (ก.1ขวด), 243.00 
19831/6,AQUA MARIS CLASSIC nasal spray อควา มาริส (ขวด) (ก.1ขวด), 222.00 
19831/7,AQUA MARIS PROTECTO nasal spray อควา มาริส (ก.1ขวด), 252.00 
19831/3,AQUA MARIS STRONG nasal spray 30ml อควา มาริส (ขวด) (ก.1ขวด), 243.00 
4208/9,ARCOXIA 120mg 1x5s **ราคาพิเศษ** (ก.5เม็ด), 226.00 
4206/9,ARCOXIA 60mg 1x5s (ก.5เม็ด), 186.00 
4207/9,ARCOXIA 90mg 1x5s **ราคาพิเศษ** (ก.5เม็ด), 186.00 
2741/2,ARICEPT EVESS 10mg 2x14s แถบแดง อัลไซเมอร์ (ก.2แผง)," 1,805.00 "
2741/3,ARICEPT EVESS 5mg 2x14s แถบฟ้า อัลไซเมอร์ (ก.2แผง), 902.00 
3026/2,ARIDINE 10mg 10x10s (ก.10แผง), 53.50 
88,ARISTOCORT 0.02% 15g (ก.1หลอด), 41.25 
87,ARISTOCORT A 0.1% 15g (ก.1หลอด), 68.00 
1393/5,Arm Sling สายคล้องแขน #L แคนตัน อาร์ม สลิง (ก.1ชิ้น), 53.00 
1393/4,Arm Sling สายคล้องแขน #M แคนตัน อาร์ม สลิง (ก.1ชิ้น), 53.00 
1393/3,Arm Sling สายคล้องแขน #S แคนตัน อาร์ม สลิง (ก.1ชิ้น), 53.00 
1393/8,Arm Sling อย่างดี สายคล้องแขน #L SOS (ก.1ชิ้น), 95.00 
1393/7,Arm Sling อย่างดี สายคล้องแขน #M SOS (ก.1ชิ้น), 95.00 
1547/1,AROTIKA BUG BALM 10x18g [สูตร ZAM-BUK] (ก.12ขวด), 868.00 
961335/2,AROTIKA COOL GEL 100g (ก.1หลอด), 72.75 
961335/1,AROTIKA COOL GEL 35g (ก.1หลอด), 29.00 
2-530/1,AROTIKA COOL SPRAY 60ml มีโปรซื้อเยอะ (ก.1ขวด), 100.00 
2-528/2,AROTIKA PAIN RELIEF SPRAY 100ml (ขวด), 143.00 
961335/3,AROTIKA RUB 100g (ก.1หลอด), 145.00 
961335/5,AROTIKA Rub 15g น้ำเงิน (ก.1หลอด), 29.00 
961335/4,AROTIKA Rub 35g น้ำเงิน (ก.1หลอด), 58.00 
2-530/2,AROTIKA RUB LOTION SPRAY 60ml (ก.1ขวด), 87.25 
51/1,Arotika Rub Lotion (สูตร AMMELTZ) 80ml อโรติกา รัป โลชั่น (ขวด) (ก.1ขวด), 142.50 
961335,AROTIKA WARM CREAM 35g (ก.1หลอด), 58.25 
1835,ARTRODAR 3x10s (ก.3แผง), 506.00 
3795/8,ARTROFORT COMPLEX 30ซอง (ก.30ซอง), 662.00 
72/1,ASATAB 81mg 100x10s (ควบคุม) (ก.100แผง), 235.00 
3441/1,A SCALP LOTION 60ml (ก.1ขวด), 91.00 
655/4,ASCEE 500mg 15s (หลอด), 31.50 
3442/5,ASIABRON SYRUP 60ml (เปลือยสับปะรด) (ขวด), 12.50 
07915/1,ASIATAPP EXTENTABS 500s (เม็ดฟ้ากลมเคลือบน้ำตาล) (กระปุก), 715.00 
557/2,ASIATAPP SYRUP 60ml เปลีอย (องุ่น) 1x50 ขย11 *มีโปรซื้อเยอะ (ขวด), 15.50 
557/1,ASIATAPP SYRUP 60ml (องุ่น) (ก.1ขวด), 16.00 
835/2,ASIAZOLE 250mg 1000s (กระปุก), 421.00 
2-197/1,ASMASAL SDU 3x7s (กล่อง), 314.00 
2526,ASMASOLON 10x10s **ขึ้น202 (ก.10แผง), 187.00 
4229/1,ASNATURE FISH OIL 30s (ขวด), 124.50 
72/3,ASPENT-M 81mg 60s (ขวด), 33.50 
8229/1,ASTAIR 4x7s (ก.4แผง), 151.00 
08045/1,ASTAX 6mg 3x10s (ก.3แผง), 361.00 
1009,ASUMOL 1000s (เม็ดกลมขาว) PARACETAMOL AU (กระปุก), 238.00 
1003,ASUMOL 1000s (เม็ดกลมฟ้า) (กระปุก), 177.00 
1010,ASUMOL 1000s (เม็ดกลมเหลือง) PARACETAMOL AU (กระปุก), 143.00 
1014,ASUMOL 325mg 1000s (เม็ดขาว) (กระปุก), 145.00 
1014/1,ASUMOL 325mg 1000s (เม็ดส้มชมพู) (กระปุก), 165.50 
1014/2,ASUMOL 325mg 10x10s (เม็ดขาว) (ก.10แผง), 31.75 
1006/7,ASUMOL 500mg 20x10s (เม็ดเขียวยาว) (ก.20แผง), 60.00 
4229,ATHRIL 250mg 80s (ก.1ขวด), 102.00 
4400,ATHRIL POWDER 30ซองx3.95g (ก.30ซอง), 233.00 
1610,ATORVASTATIN SANDOZ 10mg 30s (ก.3แผง), 500.00 
1611,ATORVASTATIN SANDOZ 20mg 30s (ก.3แผง), 690.00 
1612,ATORVASTATIN SANDOZ 40mg 30s กล่องเขียว **มีโปรซื้อเยอะถึงกพ69** (ก.3แผง), 864.00 
1611/1,ATORVIN 20MG 10x10s (ก.10แผง), 808.00 
1612/1,ATORVIN 40mg 10x10s (ก.10แผง)," 1,065.00 "
4370,ATOZIN 1x6s (ก.1แผง), 47.50 
4370/10,ATOZIN 250mg 10x6s (ก.10แผง), 460.00 
1612/2,ATTOR-40mg 3x10s แอ็ททอร์-40 (ก.3แผง), 297.00 
3002/9,A-TUSSIN 15mg 20x10s (เม็ดกลมเหลืองเคลือบ) (ก.20แผง), 128.00 
3450/14,AUGMENTIN 1g 2x7s (ก.2แผง), 373.00 
3450,AUGMENTIN 1x10s (ก.1แผง), 226.00 
3450/2,AUGMENTIN ES 50ml (ก.1ขวด), 486.50 
13353/39,AURAMED 2in1 COVID-19 ATK (กล่อง) (ก.1ชุด), 16.00 
13353/45,AURAMED atk 3in1 COVID-19 FLUA/B ATK (กล่อง) (ก.1ชุด), 17.25 
13353/46,AURAMED atk 4in1 COVID-19 FLUA/B RSV ATK (กล่อง) (ก.1ชุด), 41.00 
13353/38,AURAMED atk H.Pylori (HP) มีโปรซื้อเยอะ (ก.1ชุด), 68.00 
3826/9,AURAMED PREG TEST MIDSTREAM ตรวจตั้งครรภ์ ปากกา (ก.1ชุด), 17.00 
13353/47,AURAMED ชุดตรวจไวรัสตับอักเสบบีและซี 2in1 (ก.1ชุด), 37.00 
13353/48,AURAMED ชุดตรวจหนองในแท้/เทียม 2in1 (ก.1ชุด), 139.00 
113,AUREOMYCIN 250mg 1x10s (ก.1แผง), 49.50 
113/1,AUREOMYCIN OINTMENT 5GM (ก.1หลอด), 31.00 
2070/1,AVAFAST 180 1x10s (ก.1แผง), 55.50 
2070/2,AVAFAST 60 1x10s (ก.1แผง), 24.00 
114-1,AVAMIGRAN 1x10s (ก.1แผง), 45.25 
118,AVAMYS 120doses (เครื่อง), 419.00 
118/60,AVAMYS 60doses (เครื่อง), 360.50 
2290/1,AXAMIN 250mg 500s เม็ดเหลือง-ส้ม (กระปุก), 873.00 
228/1,AXCEL FUSIDIC ACID CREAM 5g (ก.1หลอด), 38.50 
3794/1,AXIAGO 20mg 2x7s (ก.2แผง), 411.00 
4370/4,AZITABB tablet 250 1x6s (azithromycin) (ก.1แผง), 67.00 
2-890/1,AZITH CAPSULE 250mg 1x6s (ก.1แผง), 71.00 
2-668/5,AZITH ORAL SUSPENSION 15ml (ก.1ขวด), 85.00 
4370/3,AZITHRO 250mg 1x6s (ก.1แผง), 49.25 
248,AZYCIN 6s (ก.6เม็ด), 66.00 
2323/7,B-100 VITAMIN B COMPLEX INJECTION 50x1ml (ก.50ขวด), 217.00 
3900/3,BABINI HEAD TO TOE WASH 480ml (ขวด), 118.50 
3900/1,BABINI OINTMENT 50g (ก.1หลอด), 123.00 
3900/4,BABINI SOOTHING CREAM 15g (ก.1หลอด), 110.50 
2452/2,BACHEU CREAM 5g (ก.1หลอด), 52.00 
132/2,BACIDAL OINTMENT 5g (ก.1หลอด), 46.25 
0108/2,Back Support L37-45นิ้ว พยุงหลัง มีหมอนรองกระดูกสันหลัง เข็มขัด [ดีเวลล์] *ใหม่379 (ก.1ชิ้น), 356.00 
0108/1,Back Support M 29-37นิ้ว พยุงหลัง มีหมอนรองกระดูกสันหลัง เข็มขัด [ดีเวลล์] *ใหม่379 (ก.1ชิ้น), 356.00 
108,Back Support S 22-29นิ้ว พยุงหลัง มีหมอนรองกระดูกสันหลัง เข็มขัด [ดีเวลล์] **ใหม่379 (ก.1ชิ้น), 356.00 
0108/3,Back Support XL45-53นิ้ว พยุงหลัง มีหมอนรองกระดูกสันหลัง เข็มขัด [ดีเวลล์] *ใหม่379บ (ก.1ชิ้น), 356.00 
1526/7,BACLOFEN 10mg 20x10s (ก.20แผง), 208.00 
128,BACTACIN 30g (ก.1หลอด), 26.25 
170/4,BACTEDENE GEL 10 g (หลอด) เบตาดีนเจล (ก.1หลอด), 19.25 
2452/1,BACTEX OINTMENT 15g (ก.1หลอด), 112.00 
2452,BACTEX OINTMENT 5g (ก.1หลอด), 48.50 
4086,BACTICIN 5g มีโปรซื้อเยอะ (ก.1หลอด), 27.75 
4333/11,BACTOCLAV-1000 2x7s (ก.2แผง), 88.00 
14428/1,Bain Gummy ฟิชออยส์ DHA70% กลิ่นส้ม 108g 24x2s (ก.24ซอง), 98.50 
14428/2,BAINI GUMMY DHA70% 40.5gx12ซอง (กลิ่นส้ม ) (ก.12ซอง), 490.00 
3284/2,BAIN SYRUP DHA70% 150ml (ก.1ขวด), 136.00 
2458/5,BAKAMOL 500mg 10x10s มีโปรซื้อเยอะ (ก.10แผง), 79.00 
2458/6,BAKAMOL 500mg ขวด100s (ก.1ขวด), 68.00 
2-665/1,BAKAMOL SYRUP มีกล่อง 60ml (สตอเบอรี่) (ก.1ขวด), 29.00 
833/1,BALAMINE-500 3x10s มีโปรซื้อเยอะ (ก.3แผง), 37.00 
96181/1,BalanceActiv Gel 7x5ml [Lactic acid + Glycogen exeltis] (ก.7หลอด), 256.50 
101/21,BALENTIN 150mg 4x14s แคปซูลขาว (ก.4แผง), 525.00 
101/24,BALENTIN 75mg 4x14s แคปซูลขาว-แดง (ก.4แผง), 345.00 
2452/6,BANBACT OINTMENT 15g (ก.1หลอด), 76.50 
2452/4,BANBACT OINTMENT 5g (ก.1หลอด), 37.50 
8254/2,BANNER BRIGHT HI-B FISH OIL+VITAMIN B COMPLEX กล่องน้ำเงิน 5x4s**ใหม่130 (ก.5ซอง), 100.00 
8253/1,BANNER BRIGHT HI-B FISH OIL+VITAMIN B COMPLEX (น้ำเงิน) 30s (ขวด), 231.00 
8254/1,BANNER BRIGHT HI-B FISH OIL+VITAMIN B COMPLEX (น้ำเงิน) 60s (ขวด), 434.00 
136/1,BANNER GOLD PLUS MULTIVITAMINS+ZINC (ทอง) 30s (ขวด), 231.00 
2441/1,BANNER GOLD PLUS MULTIVITAMINS+ZINC (ทอง) 60s (ขวด), 432.00 
08350/1,BANNER SOY PROTEIN+LECITHIN ก.แดง 5x4s (ก.5ซอง), 130.00 
8349,BANNER SOY PROTEIN+LECITHIN (แดง) 30s (ขวด), 187.00 
8350,BANNER SOY PROTEIN+LECITHIN (แดง) 60s (ขวด), 345.00 
141/1,BANOCIN OINTMENT 10g (ก.1หลอด), 24.00 
141,BANOCIN POWDER 10g บาโนซินผงโรยแผล **ขึ้น41 (ก.1ขวด), 37.75 
141/25,BANOCIN ผงโรยแผล ซอง12บ ก25ซอง*3g ลัง96 บาโนซิน (กล่อง) (ก.25ซอง), 118.00 
3313/3,BARON 0.25mg 10x10s (ก.10แผง), 66.00 
2094/4,BASINA รสมิ้นต์ 25x10s (ก.25ซอง), 203.00 
2094/3,BASINA รสส้ม 25x10s (ก.25ซอง), 212.00 
72/2,B-ASPIRIN 81mg 100x10s (ก.100แผง), 287.00 
1531/2,B-CIPROFLOXACIN 500 1x10s (ก.1แผง), 29.25 
14910/2,B CO-ED 100s (ขวด), 30.00 
4107/1,B-COXIB 120mg 3x10s *ใหม่195 (ก.3แผง), 182.00 
4207/20,B-COXIB 90mg 3x10s (ก.3แผง), 139.00 
14910/3,B-COZE 100s (ขวด), 354.00 
14910/4,B-COZE 6x10s (ก.6แผง), 245.00 
126,BEBIDOL 120ml (ก.1ขวด), 32.91 
14910/8,BEECALFOR IM INJ 1x20ampules **ใหม่ 142บ (กล่อง), 126.00 
07857/17,BEE en PLUS บีเอ้น พลัส 15ml [ชุมชน] มีโปรซื้อเยอะ (ก.1ขวด), 84.00 
3529,BEHISTIN 12mg 50x10s**ขายขาด *ใหม่415บ (ก.50แผง), 314.00 
3528,BEHISTIN 6mg 50x10s **ขายขาด (ก.50แผง), 192.00 
153,BELCID 1000ml (ขวด), 84.00 
152/1,BELCID FORTE 240ml ม่วง (ขวด), 33.00 
152/3,BELCID GERD 12ซองx10ml (ก.12ซอง), 117.00 
152/2,BELCID GERD 150ml (ก.1ขวด), 145.00 
152,BELCID ขวดเขียว 240ml (ขวด), 33.25 
2794/1,BELFESH 10x10s (ก.10แผง), 134.00 
1006/2,BELLA PARA 10x10s (ก.10แผง), 67.00 
1006/1,BELLA PARA 50x10s มีโปรซื้อเยอะ (ก.50แผง), 452.00 
164,BENDA 500 LEMON (มะนาว) 1x12s (ก.12กล่อง), 175.00 
163,BENDA 500 (เหลือง) 1x12s (ก.12กล่อง), 176.00 
163-1,BENDA SUSPENSION 30ml (ก.1ขวด), 18.00 
781,BENZAC AC 2.5% 15g (ก.1หลอด), 104.00 
784,BENZAC AC 2.5% 60g (ก.1หลอด), 265.00 
786,BENZAC AC 5% 15g (ก.1หลอด), 115.50 
789,BENZAC AC 5% 60g (ก.1หลอด), 286.00 
15461,BEPANTHEN DAILY CONTROL MOISTURIZING 200ml บ เลิก (ก.1หลอด), 398.00 
3901,BEPANTHEN FIRST AID 30g (ก.1หลอด), 127.00 
3900,BEPANTHEN OINTMENT 30g (ก.1หลอด), 134.50 
3908,BEPANTHEN OINTMENT 50g (ก.1หลอด), 193.00 
3800,BEPANTHEN SENSIDERM 20g (ก.1หลอด), 279.50 
3800/50,BEPANTHEN SENSIDERM 50g (ก.1หลอด), 519.00 
2693/1,BERCLOMINE BABY DROPS 15ml (ก.1ขวด), 33.25 
2693,BERCLOMINE SYRUP 60ml (ก.1ขวด), 25.25 
2677,BERCLOMIN TAB 10s แบ่งขาย (แผง), 10.00 
2677/2,BERCLOMIN TAB 10x10s (ก.10แผง), 110.00 
07866/7,BERIVA 15mg 3x10s (ก.3แผง), 715.00 
07866/8,BERIVA 20mg 3x10s (ก.3แผง), 715.00 
79/1,BERLONTIN 100 10x10s (ก.10แผง), 170.00 
79/2,BERLONTIN 300 10x10s (ก.10แผง), 293.00 
79/3,BERLONTIN 600mg 10x10s (ก.10แผง), 476.00 
2050,BEROCCA FRUITY 15s (ก.1หลอด), 168.75 
1133/2,BEROCCA IMMU D+ 15s [สูตร REDOXON] (ก.1หลอด), 147.00 
3523/2,BEROCCA ORANGE 12x2s (รสส้ม) (ก.12ซอง), 310.00 
3523,BEROCCA ORANGE 15s (ก.1หลอด), 168.75 
3523/3,BEROCCA ORANGE 2x15s แพคคู่ (ก.2หลอด), 347.00 
1133/3,BEROCCA Sachet Elderberry Plus Choline&Zinc เสริมภูมิเด็ก2-7ปี (ก.7ซอง), 184.00 
168,BERODUAL METERED AEROSOL 200doses 10ml (ก.1ขวด), 303.50 
783/1,BESANTA 150mg 3x10s (ก.3แผง), 171.50 
783/2,BESANTA 300mg 3x10s (ก.3แผง), 566.00 
4040,BESTATIN 10mg 10x10s (ก.10แผง), 106.75 
4041,BESTATIN 20mg 10x10s (ก.10แผง), 145.75 
4042,BESTATIN 40mg 10x10s (ก.10แผง), 233.00 
