รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
4416,HERBAL RESCUE Spray 15 ml,ราคา 82.00 บาท
4415,HERBAL NIGHT TIME Spray 15 ml,ราคา 82.00 บาท
4414,น้ำมันสีเขียว ตราหนูชูยศ 24 ml,ราคา 83.00 บาท
4412,ยาน้ำแก้ไอมะแว้ง ผสมเอี๊ยะปอห่อ 120 ml (C&L),ราคา 84.00 บาท
4410,เครื่องพ่นยา Bi-rich รุ่น BR-CN003 (2B),"ราคา 1,700.00 บาท"
4408,STREPSILS CITRUS LEMON SUGAR FREE 6's,ราคา 32.50 บาท
4407,TANDERON 50 mg 500's,ราคา 330.00 บาท
4404,เครื่องวัดความดันโลหิต อัตโนมัติแบบสอดแขน SOS PLUS รุ่น FT-C26-Y,"ราคา 3,300.00 บาท"
4403,MASK หน้ากากคาร์บอน TRUE CARE 20 ชิ้น/กล่อง,ราคา 175.00 บาท
4401,PROVAMED NUGOW INTENSIVE HAIR Shampoo 200 ml,ราคา 188.00 บาท
4400,พลูคาวสกัดพลัส 60's (KLO),ราคา 240.00 บาท
4398,OPTI-FREE PURE MOIST 300 ml (Alcon),ราคา 235.00 บาท
4397,เยนเชียนไวโอเลต สหการ 12X15ml/โหล,ราคา 85.00 บาท
4396,COTTON BUD สำลีก้าน 100 ชิ้น (Canton),ราคา 105.00 บาท
4394,STANDARD เฝือกพยุงคอ ชนิดอ่อน No.L (STD),ราคา 200.00 บาท
4392,MaxxLife VIRGIN COCONUT Oil น้ำมันมะพร้าว 200 ml,ราคา 195.00 บาท
4391,MULTIVITAMIN 1000's (TP),ราคา 245.00 บาท
4390,CLONOVATE Cream 450 g (TO),ราคา 280.00 บาท
4388,COGETINE Ophthalmic Ointment 5 g (GDH),ราคา 22.00 บาท
4384,ZURTHOL 5000 ml,ราคา 800.00 บาท
4382,ยาบรรเทาอาการฟกช้ำ ตรามือรับเหรียญทอง 30's,ราคา 46.00 บาท
4372,BLACKMORES BIO ZINC A CHELATE 90's,ราคา 348.00 บาท
4373,BLACKMORES LUTEIN-VIS 60's,ราคา 565.00 บาท
4374,BLACKMORES PROBIOTICS+DAILY BALANCE 30's,ราคา 875.00 บาท
4378,G.I.400 mg 10X10's (T.MAN),ราคา 146.00 บาท
4379,เถาวัลย์เปรียงแคปซูล 10's (KMP),ราคา 26.00 บาท
4381,ยาแก้ไอน้ำดำ ตรางู 3800 ml,ราคา 583.00 บาท
4369,CORDYCEPS PLUS ตังถั่งเฉ้า อ้วยอันโอสถ 30's,ราคา 255.00 บาท
4368,ZENZERA Suspension 200 mg 6x6x10ml/กล่อง (BKD),ราคา 385.00 บาท
4366,เครื่องวัดความดัน CITIZEN รุ่น CHU503,"ราคา 1,590.00 บาท"
4365,เครื่องวัดความดัน CITIZEN รุ่น CH-452-AC,"ราคา 1,190.00 บาท"
4364,เก้าอี้อาบน้ำ รุ่น Y7982L (TY),"ราคา 1,050.00 บาท"
4363,เก้าอี้อาบน้ำเว้ากลาง รุ่น Y796L (TY),"ราคา 1,450.00 บาท"
4362,ที่นอนลมแบบลอน QDC-300B (YADA),"ราคา 3,800.00 บาท"
4356,NovoPen 4 ปากกาฉีดอินซูลิน,"ราคา 1,450.00 บาท"
4357,ที่นอนลมแบบลอน APEX DOMUS 2,"ราคา 5,400.00 บาท"
4358,BLACKMORES BIOTIN H+ 60's,ราคา 535.00 บาท
4359,หัดเดิน+นั่งถ่าย รุ่น Y9634L (TY),"ราคา 1,250.00 บาท"
4360,เบาะรองที่นอนผู้ป่วยแบบตอน (YADA),"ราคา 2,600.00 บาท"
4354,ACCU-CHEK SAFE-T-PRO UNO 200 ชิ้น/กล่อง (Roche),ราคา 770.00 บาท
4353,VISTRA COLLAGEN TYPE-2 30's,ราคา 535.00 บาท
4352,VISTRA FORTY PLUS 30's,ราคา 420.00 บาท
4351,VISTRA RICE BRAN OIL 40's,ราคา 284.00 บาท
4350,VISTRA B COMPLEX PLUS MINERALS 30's,ราคา 148.00 บาท
4349,VISTRA GLUTA COMPLEX 1000 mg PLUS 30's,ราคา 525.00 บาท
4348,VISTRA CLA&L-CARNITINE 1100 mg PLUS VITAMIN E 30's,ราคา 510.00 บาท
4347,VISTRA ASTAXANTHIN 4 mg PLUS VITAMIN E 30's,ราคา 365.00 บาท
4346,VISTRA BETA GLUCAN PLUS 30's,ราคา 442.25 บาท
4344,BLACKMORES BIO E 500 IU 60's,ราคา 580.00 บาท
4343,BLACKMORES HYPERIFORTE 30's,ราคา 315.00 บาท
4342,SI-HERB DRESSING 10X10cm 1 กล่อง 3 ชิ้น,ราคา 115.00 บาท
4341,DOMP-M 10 mg 50X10's (RX Chumchon),ราคา 8.00 บาท
4340,VIO NERBB-B PLUS 60's (BIOPHARM),ราคา 270.00 บาท
4339,อภัยภูเบศร เถาวัลย์เปรียง 70's,ราคา 63.00 บาท
4338,ขมิ้นชันแคปซูล 100's (KMP),ราคา 64.00 บาท
4337,PARINA 1000's (CPL),ราคา 343.00 บาท
4335,GAVISCON ADVANCE PEPPERMINT กาวิสคอน 150 ml,ราคา 340.00 บาท
4334,NIPRO IV SAFELET CATH 24G x 1 inch 50 ชิ้น/กล่อง,ราคา 590.00 บาท
4332,ZINOR 400 mg 50X10's (PATAR),ราคา 595.00 บาท
4331,MEZOLE 250 mg (Brywood),ราคา 69.50 บาท
4330,PROVAMED HYAFLASH Serum 15 ml,ราคา 170.00 บาท
4327,MEGA MULTILIVES 30's,ราคา 588.00 บาท
4326,MEGA NUTRIVITA DAILY 30's,ราคา 248.00 บาท
4324,MEGA ALERTEN 50 EMULCAP 30's,ราคา 488.00 บาท
4323,CARBO-MINT 1000's,ราคา 290.00 บาท
4322,FLEMOMILE MOUTH Spray 10 ml,ราคา 76.50 บาท
4316,MISOVAN 30 mg 500's (TO),ราคา 156.00 บาท
4313,CALCIUM GUMMY กลิ่นองุ่น 12X60g/กล่อง (BIOPHARM),ราคา 410.00 บาท
4312,FUNGASIN 2% Cream 20 g (NL),ราคา 21.00 บาท
4311,NICOTINIC ACID 50 mg 1000's (GREATER),ราคา 276.00 บาท
4310,SUNMED แผ่นรองซับ (45x70cm) 10 แผ่น/ห่อ,ราคา 73.00 บาท
4309,FUNGAZOL Shampoo 150 ml (BIOPHARM),ราคา 125.00 บาท
4306,รถเข็นอัลลอยด์ ล้อแม็ก 16 นิ้ว รุ่น PHW863 (YADA),"ราคา 4,450.00 บาท"
4305,รถเข็นอัลลอยด์ ล้อแม็ก 16 นิ้ว รุ่น THL868 (YADA),"ราคา 4,800.00 บาท"
4302,NovoRapid FlexPen (100 U/ml) 5X3ml/กล่อง,"ราคา 2,764.00 บาท"
4301,HAEMODY (3X10's),ราคา 167.00 บาท
4299,VISTRA RELACZA PLUS 30's,ราคา 265.00 บาท
4298,ร่มไม้เท้า (YADA),ราคา 960.00 บาท
4296,HYLO-GEL EYE Drops น้ำตาเทียม 10 ml,ราคา 680.00 บาท
4292,D-CLOXA 500 mg 50X10's (RX Chumchon),ราคา 35.00 บาท
4289,QUIKWIPE FUKI FUKI แผ่นทำความสะอาดเลนส์แว่นตา 20 ซอง,ราคา 82.00 บาท
4288,BLACKMORES FISH OIL 1000 mg PACK (2X80's),ราคา 694.00 บาท
4287,BLACKMORES BIO C ACEROLA PLUS 1500 mg 40's,ราคา 238.00 บาท
4285,CONCOR AM (5mg/5mg) 30's MERCK,ราคา 310.00 บาท
4284,REDUCOF ยาอม รีดูคอฟ 10's,ราคา 58.00 บาท
4283,รถเข็นอัลลอยด์ ล้อ 20 นิ้ว รุ่น THL868 (YADA),"ราคา 5,100.00 บาท"
4282,AQUA MARIS NASAL Spray BABY 50 ml (FRX),ราคา 245.00 บาท
4281,DIAGLIP 2 mg 10X10's (SIAM),ราคา 645.00 บาท
4280,FLUOMIZIN Vaginal Tablets 10 mg 1X6's (Medinova),ราคา 160.00 บาท
4279,ZEFFIX 100 mg 2X14's (GSK),ราคา 0.00 บาท
4278,ROLLATOR 8 นิ้ว รุ่น FS965LH (YADA),"ราคา 2,480.00 บาท"
4277,BETMIGA 50 mg 30's,"ราคา 1,985.00 บาท"
4276,OCUSOFT LID SCRUB Original 50 ml,ราคา 320.00 บาท
4275,OCUSOFT LID SCRUB PLUS 50 ml,ราคา 445.00 บาท
4272,PHYSIOGEL SOOTHING CARE A.I. Cream 50 ml,ราคา 540.00 บาท
4271,VEFLOX 500 mg 10's (RX Chumchon),ราคา 130.00 บาท
4270,FEENOZE NASAL Spray 20 ml (Farmaline),ราคา 65.00 บาท
4269,HumaPen Ergo 2 ปากกาอินซูลิน (Lilly),"ราคา 1,680.00 บาท"
4268,ยางอุดหูลดเสียง (3M),ราคา 69.50 บาท
4267,ELASTIC BANDAGE 2 inch ผ้ายืดพันเคล็ด,ราคา 110.00 บาท
4266,ELASTIC BANDAGE 3 inch ผ้ายืดพันเคล็ด,ราคา 162.00 บาท
4265,ELASTIC BANDAGE 4 inch ผ้ายืดพันเคล็ด,ราคา 225.00 บาท
4263,GILOBA 120 mg 3X10's (MEGA),ราคา 332.00 บาท
4262,MEGA PRODEFENZ (3X10's),ราคา 735.00 บาท
4261,เครื่องผลิตออกซิเจน ขนาด 10 ลิตร ATOM รุ่น ZY-10AW (YADA),"ราคา 30,000.00 บาท"
4260,BLACKMORES GLUCOSAMINE 500 mg 90's,ราคา 810.00 บาท
4258,สำลีก้อนชุปแอลกอฮอล์ จำนวน 8 ก้อน x 10 แผง (OREX),ราคา 78.00 บาท
4257,RENTEX 10 mg (10X10's),ราคา 38.00 บาท
4254,HUMOLOG MIX 25 (100 U/ml) 5X3ml/กล่อง Lilly,"ราคา 1,520.00 บาท"
4253,HUMULIN (70/30) 10 ml Lilly,ราคา 360.00 บาท
4252,HUMULIN (70/30) 5X3ml/กล่อง Lilly,ราคา 774.00 บาท
4250,VOLCLONAC Spray 60 ml (BIOPHARM),ราคา 115.00 บาท
4249,PROPOLIZ กระชายขาว Spray 15 ml (T.MAN),ราคา 110.00 บาท
4247,TACINOL 0.02% Cream 15 g (POLIPHARM),ราคา 31.50 บาท
4246,CEFUROXIME 250 mg 10X10's (BKD),ราคา 745.00 บาท
4245,DOLOBID 250 mg 10X10's (M&H),ราคา 70.00 บาท
4244,TIDAR 4 mg 10X10's (SPS),ราคา 480.00 บาท
4243,MYOTAB 10X10's (NL),ราคา 78.00 บาท
4240,HAWKSONE 20 mg 10's,ราคา 13.75 บาท
4239,SONAP FORTE 10's (SPS),ราคา 38.00 บาท
4235,DAMINATE 10X10's (SPS),ราคา 76.00 บาท
4233,SIALEXIN 125mg/5ml Suspension 60 ml (SIAM),ราคา 57.00 บาท
4232,HEROMYCIN 250 mg 10's,ราคา 24.00 บาท
4230,TRAM Lotion 60 ml (TNP),ราคา 36.25 บาท
4225,TIGERPLAST พลาสเตอร์ใส กันน้ำ WS (25x72mm) 10 แผ่น/กล่อง,ราคา 26.00 บาท
4224,TIGERPLAST พลาสเตอร์ใส กันน้ำ W1 (60x70mm) 3 แผ่น/กล่อง,ราคา 38.00 บาท
4223,TIGERPLAST พลาสเตอร์ใส กันน้ำ W2 (60x100mm) 2 แผ่น/กล่อง,ราคา 35.00 บาท
4222,TIGERPLAST พลาสเตอร์ใส กันน้ำ W3 (80x100mm) 2 แผ่น/กล่อง,ราคา 42.00 บาท
4221,KANAMYCIN 250 mg 10X10's (Meiji),ราคา 380.00 บาท
4219,เหลียนฮัว ชิงเวิน 24's,ราคา 205.00 บาท
4217,BALANCE ACTIV 7X5ml (Exeltis),ราคา 265.00 บาท
4216,ยาแคปซูลเพ็ชนาลี 50's,ราคา 230.00 บาท
4215,PROVAMED VITAMIN E Serum 30 ml,ราคา 265.00 บาท
4214,INTORICOXIB 90 mg 7's,เหลือ 93.00 บาท
4213,REMERON 15 mg 5X6's (MSD),ราคา 945.00 บาท
4212,POLIDENT เม็ดฟู่ 30's (GSK),ราคา 118.00 บาท
4211,BABINI BABY WIPES ทิชชูเปียก 80 แผ่น,ราคา 98.00 บาท
4209,PROVAMED BABINI HEAD TO TOE WASH 480 ml,ราคา 135.00 บาท
4208,HEROMYCIN 250 mg (25X4's),ราคา 205.00 บาท
4207,SMOOTH E ACNE PLUS 10 g,ราคา 185.00 บาท
4206,SMOOTH E BABYFACE Gel 165 ml,ราคา 256.00 บาท
4205,SMOOTH E BABYFACE Gel 45 ml,ราคา 79.00 บาท
4204,PROVAMED VITAMIN E CREAM Serum 50 g,ราคา 138.00 บาท
4203,PROVAMED DERMA SOOTHING Cream 30 g,ราคา 298.00 บาท
4201,PROVAMED SCARZONE STRECH MARK 200 g,ราคา 225.00 บาท
4200,MYBACIN Spray 15 ml (GREATER),ราคา 106.00 บาท
4199,MEGA NAT MAG 30's,ราคา 165.00 บาท
4197,MEGA FIBER 30 ซอง/กล่อง,ราคา 513.00 บาท
4195,B-COZE (6X10's),ราคา 230.00 บาท
4189,ALUTA รสมิ้นท์ 240 ml (TS),ราคา 22.00 บาท
4188,MILK OF MAGNESIA MINT 240 ml (TS),ราคา 22.00 บาท
4187,D-PRAZOL 20 mg 14's (TNP),ราคา 32.50 บาท
4185,DEGRAN (1X10's),ราคา 30.00 บาท
4184,GENTEAL EYE Gel 10 g (Alcon),ราคา 162.00 บาท
4183,PROVAMED ACEROLA C Serum 15 ml,ราคา 158.00 บาท
4182,CLENASCAR Gel 15 g (BKD),ราคา 138.00 บาท
4181,PROVAMED SUN FACE 30 g สีเนื้อ,ราคา 198.00 บาท
4180,PROVAMED SUN FACE 30 g สีขาว,ราคา 198.00 บาท
4175,MASK หน้ากากอนามัย 50 ชิ้น/กล่อง (3M),ราคา 76.00 บาท
4177,MEDICVIT TABLET 1000's (Medicpharma),ราคา 240.00 บาท
4174,ถุงมือแพทย์ PRO GLOVES Size M 100 ชิ้น/กล่อง,ราคา 110.00 บาท
4173,ถุงมือแพทย์ PRO GLOVES Size S 100 ชิ้น/กล่อง,ราคา 105.00 บาท
4172,ถุงมือแพทย์ PRO GLOVES Size L 100 ชิ้น/กล่อง,ราคา 105.00 บาท
4171,PROVAMED POST ACNE SCAR Gel 10 g,ราคา 240.00 บาท
4170,PROVAMED ACENE SPOT Gel 10 g,ราคา 120.00 บาท
4165,ตลับยาครีมคละสี 10 g 100 ตลับ/แพ็ก,ราคา 80.00 บาท
4164,ตลับยาครีมคละสี 5 g 100 ตลับ/แพ็ก,ราคา 70.00 บาท
4163,ขวดพลาสติก 60 ml 100 ขวด/แพ็ก,ราคา 140.00 บาท
4162,ขวดพลาสติก 120 ml 100 ขวด/แพ็ก,ราคา 180.00 บาท
4161,ขวดพลาสติก 240 ml 100 ขวด/แพ็ก,ราคา 295.00 บาท
4160,ขวดพลาสติก 30 ml 100 ขวด/แพ็ก,ราคา 120.00 บาท
4159,กล่องสำลี 4 นิ้ว พร้อมฝา รุ่น MN-0392 (2B),ราคา 135.00 บาท
4158,กล่องสำลี 4x5 นิ้ว พร้อมฝา รุ่น MN-0395 (2B),ราคา 235.00 บาท
4157,กล่องสำลี 3 นิ้ว พร้อมฝา รุ่น MN-0391 (2B),ราคา 130.00 บาท
4156,กล่องสำลี 5x6.5 นิ้ว พร้อมฝา รุ่น MN-0397 (2B),ราคา 340.00 บาท
4155,ฟอร์เซปจาร์ 2x4.5 นิ้ว รุ่น MN-0212 (2B),ราคา 265.00 บาท
4154,ถาดสี่เหลี่ยมตื้น 190x18mm รุ่น MN-0557 (2B),ราคา 175.00 บาท
4153,กล่องเครื่องมือแพทย์ 12x8x2 นิ้ว พร้อมฝา รุ่น MN-0162 (2B),ราคา 470.00 บาท
4152,ถ้วยน้ำ 12 ออนซ์ รุ่น MN-0383 (2B),ราคา 130.00 บาท
4151,กล่องเครื่องมือแพทย์ 8x5x2 นิ้ว พร้อมฝา รุ่น MN-0156 (2B),ราคา 305.00 บาท
4150,กล่องเครื่องมือแพทย์ 8x3x1.5 นิ้ว พร้อมฝา รุ่น MN-0153 (2B),ราคา 210.00 บาท
4149,ถุงใส่อาหาร M2-39-06 (2B),ราคา 16.00 บาท
4147,สายต่อกับถุงใส่อาหารมีกระเปราะ M2-39-07 (2B),ราคา 16.00 บาท
4146,สายให้อาหาร DUODENAL TUBE 125 cm No.12 (M2-35-12),ราคา 12.00 บาท
4145,NORMETEC (10mg/40mg) 30's,ราคา 895.00 บาท
4144,เก้าอี้นั่งอาบน้ำไม่มีพนักพิง รุ่น CC-0523 (TA),ราคา 735.00 บาท
