รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
10327,BECONASE AQUEOUS NASOL SPR exp 6/2026,210.00 บาท/ขวด
15156,BEE-COL 100 MG. 60 ML.,50.00 บาท/ขวด
10825,BEGESIC 30 GM.,26.50 บาท/หลอด
11027,BELARA 21'S,284.00 บาท/กล่อง
10329,BELCID FORTE SUSP 240 ML 80-,33.50 บาท/ขวด
14474,BELCID FORTE SUSP 30X15 ML,143.00 บาท/กล่อง
15219,BELCID GERD 10 ML 1x12ซอง exp 10/2026,117.00 บาท/กล่อง
14653,"BELCID GERD 150 ML,",145.00 บาท/ขวด
10328,BELCID SUSP 240 ML 80-,33.50 บาท/ขวด
14296,BELFESH 10X10'S Mint Ball ขายยกกล่อง สูตรเดียวกับ pudin hara,136.00 บาท/กล่อง
16225,BELLA PARA 1X10's เม็ดรี,11.00 บาท/กล่อง
14879,BELLA PARA 50X10 เม็ดรี alu brister,490.00 บาท/กล่อง
14804,BELLATRIX 20 GM,93.00 บาท/หลอด
15171,BELLATRIX CAPSULE 15S,60.00 บาท/กล่อง
10330,BENADRYL EXPECT 120 ML จำกัดร้านละ 6 ขวด,96.00 บาท/ขวด
10338,BENDA 500 มะนาว 12 แผง,177.00 บาท/กล่อง
10333,BENDA 500 12 แผง,177.00 บาท/กล่อง
10334,BENDA SYRUP,18.50 บาท/ชิ้น
12455,BENZAC AC GEL 2.5% 15 GM.,108.25 บาท/หลอด
12457,BENZAC AC GEL 5 % 60 GM.,290.00 บาท/หลอด
12456,BENZAC AC GEL 5% 15 GM.,117.00 บาท/หลอด
14240,BENZAC SPOT CLEANSER 130 ML,350.00 บาท/ขวด
14755,BEPANTHEN ANTI SCAR GEL 20 GM.,575.00 บาท/หลอด
14754,BEPANTHEN DAILY CONTROL 200 ML.,406.00 บาท/หลอด
15661,BEPANTHEN FIRST AID 3.5 GM.,36.75 บาท/หลอด
11107,BEPANTHEN FIRST AIDS 30 GM.,129.00 บาท/หลอด
11103,BEPANTHEN OINTMENT 30 GM.,137.00 บาท/หลอด
11120,BEPANTHEN OINTMENT 50 GM.,196.00 บาท/หลอด
15446,BEPANTHEN SensiControl daily gentle wash gel 400 ml,394.00 บาท/ขวด
11113,BEPANTHEN SENSIDERM 20 GM,281.00 บาท/หลอด
14911,BEPANTHEN SENSIDERM50 GM,526.00 บาท/หลอด
14817,BEPROGEL SOLUTION 30 ML.,96.50 บาท/ขวด
10390,BEPROLIC LOTION 30 ML.,155.00 บาท/ขวด
14383,BERAMOL CAPLETS 100'S,26.00 บาท/ขวด
14270,BERAMOL CAPLETS 100X10'S,360.00 บาท/กล่อง
12460,BERAMOL CAPLETS 10X10'S,36.00 บาท/กล่อง
16356,BERATE 5 GM.,21.00 บาท/หลอด
10299,BERCLOMINE SYRUP 60 ML 65-,22.50 บาท/ขวด
16141,BERCLOMINE TAB 10X10'S,112.00 บาท/กล่อง
10300,BERCLOMINE TAB 50X10'S,510.00 บาท/กล่อง
13530,BERIZ 21'S ยาคุม,75.00 บาท/กล่อง
14231,BERLONTIN 100 MG. 10X10,220.00 บาท/กล่อง
12186,BERLONTIN 300 MG. 10X10 ขายยกกล่อง,299.00 บาท/กล่อง
14460,BEROCCA 12X2'S เม็ดฟู่ ส้ม รุ่นใหม่,318.00 บาท/กล่อง
10345,BEROCCA 15'S เม็ดฟู่ ส้ม,174.00 บาท/กล่อง
10346,BEROCCA 15'S เม็ดฟู่ รสผลไม้รวม,173.50 บาท/กล่อง
14334,BEROCCA 15'S เม็ดฟู่ รสมะม่วง,174.00 บาท/กล่อง
14459,BEROCCA 15'S x 2 แพคคู่ เม็ดฟู่ ส้ม,330.00 บาท/กล่อง
16240,BEROCCA ELDERBERRY PLUS 10ML x 7 ซอง,176.50 บาท/กล่อง
16274,BEROCCA IMMU D+ แบบกล่อง 2X 12 SACHET,298.00 บาท/กล่อง
16273,BEROCCA IMMU D+ แบบหลอด 15'S,148.50 บาท/กล่อง
16680,BEROCCA PERFORMANCE FCT 30'S เม็ดกลืน รุ่นใหม่,137.00 บาท/กล่อง
10348,BERODUAL FORTE 20X4 ML.ขายขาดไม่รับคืน,660.00 บาท/กล่อง
10347,BERODUAL METERRED.200 DOSE exp 30/4/2027,306.00 บาท/กล่อง
16417,BESMAL TAB 1X10'S sps,29.50 บาท/กล่อง
13802,BESTATIN 10 MG. 10X10'S,105.00 บาท/กล่อง
13800,BESTATIN 20 MG. 10X10'S,140.00 บาท/กล่อง
13804,BESTATIN 40 MG. 10X10'S,228.00 บาท/กล่อง
14679,BETA NEO CREAM 15 GM exp15/9/2023,32.25 บาท/หลอด
10351,BETACAR-15 NATURAL 60'S,286.00 บาท/ขวด
10352,BETADINE 15 ML,44.50 บาท/ชิ้น
10353,BETADINE 30 ML,67.75 บาท/ชิ้น
13835,BETADINE 500 ML.,241.00 บาท/ขวด
11857,BETADINE GARGLE 30 ML.,147.00 บาท/ขวด
10369,BETADINE LIQUID BANDAGE 8 ML.,128.00 บาท/ขวด
10361,BETADINE OINTMENT 50 GM.,120.00 บาท/กระปุก
13836,BETADINE SCRUB 500 ML.,199.00 บาท/ขวด
10363,BETADINE THROAT SPRAY 12 ML,147.00 บาท/ขวด
11858,BETADINE THROAT SPRAY 25 ML,264.00 บาท/ขวด
10381,BETA-DIPO CREAM 15 GM.,38.00 บาท/หลอด
15099,BETA-DIPO CREAM 25 GM.,58.75 บาท/หลอด
10380,BETA-DIPO CREAM 5 GM.,21.50 บาท/หลอด
16513,BETAHIS 12 (Betahistine) 10x10's FARMALINE,135.00 บาท/กล่อง
16512,BETAHIS 6 (Betahistine) FARMALINE,91.00 บาท/กล่อง
14750,BETALOL 10 MG. 10x10s,50.00 บาท/กล่อง
14751,BETALOL 40 MG 10x10s,80.00 บาท/กล่อง
10383,BETAMETHASONE N 15 GM.องค์การ ขายขาดไม่รับคืน,38.00 บาท/หลอด
14345,BETAVERT 16 MG. 3X10 'S,93.50 บาท/กล่อง
10375,BETHASONE 15 GM.,30.00 บาท/หลอด
10372,BETHASONE 5 GM,15.50 บาท/หลอด
10373,BETHASONE-N 5 GM.,17.25 บาท/หลอด
10374,BETHASONE-N 15 GM,32.50 บาท/หลอด
15482,BET-N STAR 5 GM. (7S),15.25 บาท/หลอด
10391,BETNESONE N-CREAM 15 G.,23.00 บาท/หลอด
10385,BETNOVATE CREAM 15 GM,88.00 บาท/หลอด
10389,BETNOVATE SCALP APPLICATION,159.00 บาท/ขวด
10387,BETNOVATE-N 15 GM,97.00 บาท/หลอด
14480,BETOSALIC OINTMENT 15 G.,51.00 บาท/หลอด
14339,BEWEL 300 MG.2X14'S,260.00 บาท/กล่อง
15873,BICAHIS (bilastine) 20MG 10'S,74.00 บาท/แผง
15874,BICAHIS (bilastine) 20MG 5X10'S,360.00 บาท/กล่อง
14221,BILAXTEN 20 MG 10'S,136.00 บาท/แผง
16191,BILAXTEN KIDS 10 MG 10'S ชนิดเม็ดแตกตัวในปาก,115.00 บาท/แผง
14730,BILOBA PLUS60 MG 3X10'S (MSP),144.00 บาท/กล่อง
13793,BINOZYT 250 MG. 6'S,115.00 บาท/กล่อง
16175,BIO C 1000 MG. DAILY IMU 120's,635.00 บาท/ขวด
16253,BIO C 1000 MG. DAILY IMU แพคคู่ 120's+120's,"1,205.00 บาท/แพค"
16347,BIO C 1000 MG. DAILY IMU แพคคู่ 120's+30's,590.00 บาท/แพค
15910,BIO C 1000 MG. DAILY IMU+30'S( คืนก่อนหมดอายุ6เดือน),225.00 บาท/ขวด
15980,BIO C 1000 MG. DAILY IMU+60'S( คืนก่อนหมดอายุ6เดือน),378.00 บาท/ขวด
10412,BIO C 1000MG 31'S แพคคู่ 1+1,378.00 บาท/แพค
14183,BIO C ACEROLA PLUS 1500 MG.40'S(ขายขาดไม่รับคืน),180.00 บาท/ขวด
15911,BIO C DAILY IMU+CHEWABLE 500 MG. 30'S( คืนก่อนหมดอายุ6เดือน),187.50 บาท/ขวด
10051,BIO KHAO ไบโอขาว ยาธาตุน้ำขาว 240 ML,30.50 บาท/ขวด
14666,BIO MAGNESIUM ADVANCE+D3 50'Sสินค้าใหม่,305.00 บาท/ขวด
16337,BIO SMOOTH C 600 MG. 12X 15'S,65.00 บาท/หลอด
12383,BIO TRUE 300ML+60ML,170.00 บาท/ขวด
15228,BIO ZINC A CHELATE 30 'S,140.00 บาท/ขวด
14617,BIO ZINC A CHELATE 90 'S,345.00 บาท/ขวด
15035,BIO ZINC PLUS 90'S PAN,225.00 บาท/กล่อง
15390,BIOCLAM TAB 10X10'S,124.00 บาท/กล่อง
12099,BIOCLAM TAB 50X10'S,9.50 บาท/แผง
10622,BIOCOXIB 120 MG 5X5'S biopharm,395.00 บาท/กล่อง
10614,BIOCOXIB 90 MG 5X5'S biopharm,390.00 บาท/กล่อง
11238,BIOFLOR 250 10CAPSULE /กล่อง,250.00 บาท/กล่อง
11235,BIOFLOR 250 10ซอง/กล่อง,250.00 บาท/กล่อง
14070,BIOFRESH 15 ML สูตร kamillosan,72.00 บาท/ขวด
14304,BIOFRESH 5 ML สูตร kamillosan,42.00 บาท/ขวด
11242,BIOGAIA CHEWABLE TAB 10'S,350.00 บาท/กล่อง
12799,BIO-OIL 60 ML. 375-,275.00 บาท/ขวด
15034,BIO-OIL BODY LOTION 175 ML.,410.00 บาท/ขวด
12803,BIO-OIL DRY SKIN GEL 50 ML.,147.00 บาท/กระปุก
10395,BIOPHARM CALCIUM GUMMY 8'S 12 ซอง,184.00 บาท/กล่อง
15563,BIOPHARM FIBER GUMMY SUGAR FREE 8'S 12 ซอง,184.00 บาท/กล่อง
10392,BIOPHARM FISH OIL GUMMY 8'S 12 ซอง,184.00 บาท/กล่อง
10393,BIOPHARM MTV GUMMY 8'S 12 ซอง,184.00 บาท/กล่อง
10394,BIOPHARM VITAMIN C GUMMY 8'S 12 ซอง,184.00 บาท/กล่อง
11648,BIOTIN 60'S PAN,250.00 บาท/กระปุก
12065,BIOTON 50'S,300.00 บาท/ขวด
13398,BIOTRIL WOW SET 1500 MG.30+10,410.00 บาท/กล่อง
11063,BIOZOLE 150 MG. 1'S,22.00 บาท/แผง
14970,BISMUSALATE TAB 25X10'S,24.75 บาท/แผง
10396,BISOLAX 10'S 35-,21.00 บาท/กล่อง
14864,"BISOLVON เม็ด 10x10'S, รุ่นใหม่",485.00 บาท/กล่อง
10401,BISOLVON สำหรับเด็ก 60 ML. 65- หมดอายุ 2/2027,48.00 บาท/ขวด
10398,BISOLVON-X 60 ml,51.00 บาท/ขวด
10400,BISOLVON-X ELIXIR 125 ML.,98.00 บาท/ขวด
14735,BLACK SESAME OIL-1000 3X10'S (MSP),268.00 บาท/กล่อง
10434,BLACKMORE ASTAXANTHIN 6 MG 30'S,437.00 บาท/ขวด
15499,BLACKMORE BILBERRY 2500 60'S,455.00 บาท/ขวด
14685,BLACKMORE BIO C GLUTA IMU+ 30'S,475.00 บาท/ขวด
10423,BLACKMORE BIO FOLIC ACID 90'S( คืนก่อนหมดอายุ6เดือน),257.00 บาท/ขวด
10429,BLACKMORE BIOTIN H+ 60'S,549.00 บาท/ขวด
16002,BLACKMORE BUFFER C 200'S,595.00 บาท/ขวด
10405,BLACKMORE BUFFER C 31'S,115.00 บาท/ขวด
15838,BLACKMORE BUFFER C 75'S,230.00 บาท/ขวด
10419,BLACKMORE CALCIUM+D3 60'S( คืนก่อนหมดอายุ6เดือน),241.00 บาท/ขวด
10431,BLACKMORE CRANBERRY 15000+C,385.00 บาท/ขวด
10417,BLACKMORE EPO 1000 MG.60'S( คืนก่อนหมดอายุ6เดือน),420.00 บาท/ขวด
16119,BLACKMORE EXEC'S B 120'S( คืนก่อนหมดอายุ6เดือน),663.00 บาท/ขวด
15912,BLACKMORE EXEC'S B 30'S( คืนก่อนหมดอายุ6เดือน),218.00 บาท/ขวด
10406,BLACKMORE EXEC'S B 60'S( คืนก่อนหมดอายุ6เดือน),354.00 บาท/ขวด
10430,BLACKMORE FISH OIL 1000 MG แพคประหยัด,721.00 บาท/แพค
10418,BLACKMORE FISH OIL 1000 MG.80'S(คืนก่อนหมดอายุ6เดือน),435.00 บาท/ขวด
10432,BLACKMORE FISH OIL MINI CAPS 30'S,180.00 บาท/ขวด
10408,BLACKMORE GINGKO 30'S( คืนก่อนหมดอายุ6เดือน),268.00 บาท/ขวด
13400,BLACKMORE GLUCOSAMINE 1500 MG JOINTFLEX30'S,775.00 บาท/ขวด
10422,BLACKMORE GRAPESSED FORTE 12000 30S ( คืนก่อนหมดอายุ6เดือ,495.00 บาท/ขวด
16323,BLACKMORE JOIN PLUS 30'S (COLLAGEN UC-II),506.00 บาท/ขวด
15705,BLACKMORE KOALA MULTIVITAMIN +MINERAL 30 'S,238.00 บาท/ขวด
11781,BLACKMORE LECITIN 1200 MG.100'S,344.00 บาท/ขวด
15666,BLACKMORE LUTEIN-VIS 60'S,540.00 บาท/ขวด
10420,BLACKMORE MARINE COLLAGEN ABSOLUTE 60'S แพคคู่,"2,310.00 บาท/แพค"
10424,BLACKMORE MARINE Q 10 30'S( คืนก่อนหมดอายุ6เดือน),768.00 บาท/ขวด
14182,BLACKMORE MTV NUTRI 50+ 30'S( คืนก่อนหมดอายุ6เดือน),285.00 บาท/ขวด
15637,BLACKMORE MULTI ACTIVE 50'S ขนาดใหม่,414.00 บาท/ขวด
14651,BLACKMORE MULTI ACTIVE 30'S( คืนก่อนหมดอายุ6เดือน),246.00 บาท/ขวด
15665,BLACKMORE MULTI B 30'S ( คืนก่อนหมดอายุ6เดือน),181.00 บาท/ขวด
10407,BLACKMORE MULTI B 60'S ( คืนก่อนหมดอายุ6เดือน),310.00 บาท/ขวด
14092,BLACKMORE OMEGA TRIPLE DAILY 60'S,750.00 บาท/กล่อง
13788,BLACKMORE PROBIOTIC + DAILY BALANCE 30'S,890.00 บาท/ขวด
14825,BLACKMORE VIS'CARE PRO + LUTEIN ( คืนก่อนหมดอายุ6เดือน),456.00 บาท/ขวด
15704,BLACKMORES CO Q10 แพคคู่ 30+30's,"1,013.00 บาท/แพค"
12433,BLISTEX LIP (BERRY BALM),94.50 บาท/แท่ง
12436,BLISTEX LIP (CLASSIC),94.50 บาท/แท่ง
12434,BLISTEX LIP (MINT BALM),94.50 บาท/แท่ง
15956,BLISTEX LIP INFUSION,126.00 บาท/แท่ง
16266,BLISTEX LIP INFUSION HYDRATION,158.00 บาท/แท่ง
16154,BLIZTIN TAB 20 mg 1x10 tab (bilastine)siam,76.00 บาท/แผง
14984,BLOOD MONITOR NEXT HEALTH (NH-881) L CUFF,800.00 บาท/เครื่อง
14983,BLOOD MONITOR NEXT HEALTH (NH-881) NORMAL CUFF,745.00 บาท/เครื่อง
13824,BLOOD MONITOR NISSEI DS-11 CUFF L,"1,050.00 บาท/กล่อง"
13941,BLOOD MONITOR OMRON HEM-7120,"1,450.00 บาท/กล่อง"
10442,BLOOD MONITOR OMRON HEM-7121 มี mem 30,"1,350.00 บาท/กล่อง"
10452,BLOOD MONITOR OMRON WRIST HEM-6161,"1,266.00 บาท/กล่อง"
10456,BLOPRESS 16 MG.28'S,995.00 บาท/กล่อง
10458,BLOPRESS 16 PLUS MG.28'S,995.00 บาท/กล่อง
10455,"BLOPRESS 8 MG,28'S",680.00 บาท/กล่อง
10457,BLOPRESS 8 PLUS 28'S,680.00 บาท/กล่อง
15697,BL-T920 DIGIDTAL THERMOMETER (มีเสียง บิ๊บ),100.00 บาท/อัน
10466,BODY GUARD 1 แพคมี 12 ชิ้น 58 mm ใหม่,135.00 บาท/แพค
10460,BODY GUARD 12 ชิ้น 54mm,"1,200.00 บาท/กล่อง"
10462,BODY GUARD 12 ชิ้น 56 mm 190-,118.00 บาท/แพค
10465,BODY GUARD 3 ชิ้น 54 mm (1กล่อง=48เเพค)exp 01/10/22,"1,675.00 บาท/กล่อง"
10461,BODY GUARD 3 ชิ้น 56 mm 60- 1กล่องมี 48 แพค,39.50 บาท/แพค
10467,BODY GUARD 3 ชิ้น 58 mm 1 กล่องมี 48 แพค,42.25 บาท/แพค
10468,BONJELA 15 GM. 119-,165.00 บาท/หลอด
15805,BOOST GLUCOSE CONTROL 800 GM.,927.00 บาท/กระป๋อง
14119,BOOST OPTIMUM 400 GM.กลิ่นวานิลลา,399.00 บาท/กระป๋อง
14120,BOOST OPTIMUM 800 GM.กลิ่นวานิลลา,823.00 บาท/กระป๋อง
13095,BOSNUM 180 MG. 10'S,50.50 บาท/แผง
16007,BOSNUM 60 MG. 10'S,26.00 บาท/แผง
16282,BOTAN HERBAL DRINK CANDY เก็กฮวย ซองละ 8 เม็ด,14.00 บาท/ซอง
14006,BOTAN HERBAL DRINK CANDY ซองละ 8 เม็ด,14.00 บาท/ซอง
10472,BOTAN ตลับ 2 DOZ 14- ขาว,310.00 บาท/กล่อง
10471,BOTAN แผ่น 100 ซอง 9-,11.75 บาท/แผ่น
10182,BOWA GEL .240ML. รุ่นใหม่,32.75 บาท/ขวด
16053,BOWA เม็ด 2x10 เม็ด,28.50 บาท/กล่อง
10473,BRAND'S เล็ก,15.00 บาท/ชิ้น
13916,BREAST MILK STORAGE BAGS 20'S (PUREEN),39.00 บาท/กล่อง
15733,BREAST PUMP ก้านโยก(ชนิดเก็บ) สีฟ้า,176.00 บาท/ชิ้น
10480,BREAST PUMP ทรงตรง,25.00 บาท/ชิ้น
16211,BRINIDIN EYE DROP 0.2% 5 ML PROSS,250.00 บาท/ขวด
16306,"BROMSTAR 1x10'S, 7S",7.75 บาท/แผง
11790,BRONAL SYRUP 60 ML.,84.50 บาท/ขวด
14606,BRONCHOSOL SYRUP siam,41.00 บาท/ขวด
16665,BRONGO SYRUP 40 ML,60.00 บาท/ขวด
16545,BRONPECT-D 50X10'S,530.00 บาท/กล่อง
16535,BROWN MIXT 60 ML GPO ยาแก้ไอน้ำดำองค์การ ขายขาดไม่รับคืน,21.75 บาท/ขวด
11613,BRUSOFT 400 MG 10'S 1กล่องมี 6 แผงโอสถอินเตอร์,255.00 บาท/กล่อง
15913,BRUSTAN 10X10'S มีกล่อง,160.00 บาท/กล่อง
11608,BRUSTAN 50X10'S แผงเปลือย,690.00 บาท/กล่อง
15217,BRYGEL NS 240 ML ขวดแก้ว สีฟ้า,58.00 บาท/ขวด
15218,BRYGEL S 240 ML ขวดแก้ว สีชมพู,58.00 บาท/ขวด
10494,BRYGEL tab 50x10's,9.25 บาท/แผง
10492,BRYGEL 240 ML ( 65-),57.25 บาท/ขวด
15433,BUBBLE-X MINT 25X10'S,8.50 บาท/แผง
13169,BUCANYL FOIL 50X10'S,4.50 บาท/แผง
14114,BUDESONIDE AEROSOL 200MCG 200DOSE,255.00 บาท/ขวด
11037,BUFENAC 25 MG. 1000'S,180.00 บาท/ขวด
11046,BUFENAC 25 MG. 100X10'S ขายยกกล่อง,208.00 บาท/กล่อง
11043,BUFENAC FORTE 500'S,195.00 บาท/ขวด
11042,BUFENAC FORTE 50X10'S,215.00 บาท/กล่อง
14397,BUFENAC GEL 30 GM.,20.00 บาท/หลอด
11597,BUFLEX 400 MG. 50 X10'S,390.00 บาท/กล่อง
11607,BUFLEX SUSPENTION มีกล่อง,20.00 บาท/ขวด
11593,BUFLEX 400 MG 1X500'S,358.00 บาท/ขวด
11601,BUFLEX 600 500'S,460.00 บาท/ขวด
11609,BUFLEX 600 MG 1 กล่อง 10 'S,18.00 บาท/กล่อง
11605,BUFLEX 600 MG.25X10'S,305.00 บาท/กล่อง
10745,BUGA BUGA แผ่นเจลลดไข้ 4 ชิ้น,90.00 บาท/กล่อง
15631,BURNOFF DRAGON BLOOD 7 GM nanomed,84.00 บาท/หลอด
11463,BURNOVA GEL 100 GM,132.00 บาท/หลอด
14393,BURNOVA GEL 35 GM,40.00 บาท/หลอด
11462,BURNOVA GEL PLUS 25 GM,37.50 บาท/หลอด
11469,BURNOVA GEL PLUS 70 GM,72.50 บาท/หลอด
15308,BURNOVA GEL PLUS DRAGON'S BLOOD 20 GM,68.00 บาท/หลอด
15474,BURNOVA GEL PLUS DRAGON'S BLOOD 50 GM,143.00 บาท/หลอด
15419,BURNOVA GEL PLUS PEPTIDE 25 GM,45.50 บาท/หลอด
11472,BURNOVA GEL PLUS PLANKTON 25 GM,47.75 บาท/หลอด
11471,BURNOVA GEL PLUS SNOW ALGAE 25 GM,47.75 บาท/หลอด
14713,BURRNY GEL 30 GM.,34.50 บาท/หลอด
10505,BUSCOPAN 10X10'S รุ่นใหม่ ขายยกกล่อง,349.00 บาท/กล่อง
12126,BUSONASE 64 MCG/DOSE,125.00 บาท/ขวด
16382,BUSONINE 32 NASAL SPRAY,61.00 บาท/ขวด
16381,BUSONINE 64 NASAL SPRAY,96.00 บาท/ขวด
15975,BUZETIN 10x10'S,47.00 บาท/กล่อง
10744,BYE BYE FEVER FOR ADULTS,68.00 บาท/กล่อง
14591,BYE BYE FEVER FOR BABY 4 piece,59.75 บาท/กล่อง
10730,BYE BYE FEVER FOR CHILDREN (3ซอง6ชิ้น),69.00 บาท/กล่อง
